,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
576820,749,1,2014-06-02,9664,1007,1,1,0,0
577935,749,2,2014-06-03,7173,829,1,1,0,0
579050,749,3,2014-06-04,6696,782,1,1,0,0
580165,749,4,2014-06-05,6021,795,1,1,0,0
581280,749,5,2014-06-06,6874,865,1,1,0,0
582395,749,6,2014-06-07,2461,358,1,0,0,0
583510,749,7,2014-06-08,0,0,0,0,0,0
584625,749,1,2014-06-09,0,0,0,0,a,0
585740,749,2,2014-06-10,5705,748,1,0,0,0
586855,749,3,2014-06-11,5171,693,1,0,0,0
587970,749,4,2014-06-12,4878,675,1,0,0,0
589085,749,5,2014-06-13,5592,732,1,0,0,0
590200,749,6,2014-06-14,2500,332,1,0,0,0
591315,749,7,2014-06-15,0,0,0,0,0,0
592430,749,1,2014-06-16,9325,988,1,1,0,0
593545,749,2,2014-06-17,7036,819,1,1,0,0
594660,749,3,2014-06-18,6838,855,1,1,0,0
595775,749,4,2014-06-19,0,0,0,1,a,0
596890,749,5,2014-06-20,7572,923,1,1,0,0
598005,749,6,2014-06-21,2731,341,1,0,0,0
599120,749,7,2014-06-22,0,0,0,0,0,0
600235,749,1,2014-06-23,4686,692,1,0,0,0
601350,749,2,2014-06-24,4644,648,1,0,0,0
602465,749,3,2014-06-25,4360,612,1,0,0,0
603580,749,4,2014-06-26,4440,626,1,0,0,0
604695,749,5,2014-06-27,4938,689,1,0,0,0
605810,749,6,2014-06-28,2464,302,1,0,0,0
606925,749,7,2014-06-29,0,0,0,0,0,0
608040,749,1,2014-06-30,9886,1012,1,1,0,0
609102,749,2,2014-07-01,8383,911,1,1,0,0
610037,749,3,2014-07-02,7239,855,1,1,0,0
610972,749,4,2014-07-03,6646,763,1,1,0,0
611907,749,5,2014-07-04,6321,784,1,1,0,0
612842,749,6,2014-07-05,2382,323,1,0,0,0
613777,749,7,2014-07-06,0,0,0,0,0,0
614712,749,1,2014-07-07,5439,753,1,0,0,0
615647,749,2,2014-07-08,3973,568,1,0,0,0
616582,749,3,2014-07-09,3571,513,1,0,0,0
617517,749,4,2014-07-10,4629,636,1,0,0,0
618452,749,5,2014-07-11,4691,635,1,0,0,0
619387,749,6,2014-07-12,2261,281,1,0,0,0
620322,749,7,2014-07-13,0,0,0,0,0,0
621257,749,1,2014-07-14,8966,961,1,1,0,0
622192,749,2,2014-07-15,7538,823,1,1,0,0
623127,749,3,2014-07-16,6825,804,1,1,0,0
624062,749,4,2014-07-17,6381,754,1,1,0,0
624997,749,5,2014-07-18,6831,816,1,1,0,0
625932,749,6,2014-07-19,2688,355,1,0,0,0
626867,749,7,2014-07-20,0,0,0,0,0,0
627802,749,1,2014-07-21,4483,620,1,0,0,0
628737,749,2,2014-07-22,4781,678,1,0,0,0
629672,749,3,2014-07-23,4230,595,1,0,0,0
630607,749,4,2014-07-24,4381,617,1,0,0,0
631542,749,5,2014-07-25,4792,677,1,0,0,0
632477,749,6,2014-07-26,2476,319,1,0,0,0
633412,749,7,2014-07-27,0,0,0,0,0,0
634347,749,1,2014-07-28,8785,844,1,1,0,1
635282,749,2,2014-07-29,6111,666,1,1,0,1
636217,749,3,2014-07-30,6257,694,1,1,0,1
637152,749,4,2014-07-31,7607,797,1,1,0,1
638087,749,5,2014-08-01,6833,788,1,1,0,1
639022,749,6,2014-08-02,2686,357,1,0,0,0
639957,749,7,2014-08-03,0,0,0,0,0,0
640892,749,1,2014-08-04,8071,839,1,1,0,1
641827,749,2,2014-08-05,8094,815,1,1,0,1
642762,749,3,2014-08-06,6293,726,1,1,0,1
643697,749,4,2014-08-07,5521,698,1,1,0,1
644632,749,5,2014-08-08,6137,698,1,1,0,1
645567,749,6,2014-08-09,2396,315,1,0,0,0
646502,749,7,2014-08-10,0,0,0,0,0,0
647437,749,1,2014-08-11,4452,603,1,0,0,1
648372,749,2,2014-08-12,4365,611,1,0,0,1
649307,749,3,2014-08-13,3319,479,1,0,0,1
650242,749,4,2014-08-14,4236,567,1,0,0,1
651177,749,5,2014-08-15,4345,614,1,0,0,1
652112,749,6,2014-08-16,2659,319,1,0,0,0
653047,749,7,2014-08-17,0,0,0,0,0,0
653982,749,1,2014-08-18,7915,842,1,1,0,1
654917,749,2,2014-08-19,6926,771,1,1,0,1
655852,749,3,2014-08-20,5982,678,1,1,0,1
656787,749,4,2014-08-21,5468,666,1,1,0,1
657722,749,5,2014-08-22,5734,713,1,1,0,1
658657,749,6,2014-08-23,2044,275,1,0,0,0
659592,749,7,2014-08-24,0,0,0,0,0,0
660527,749,1,2014-08-25,4725,618,1,0,0,1
661462,749,2,2014-08-26,3583,544,1,0,0,1
662397,749,3,2014-08-27,3766,536,1,0,0,1
663332,749,4,2014-08-28,4097,548,1,0,0,1
664267,749,5,2014-08-29,5634,723,1,0,0,1
665202,749,6,2014-08-30,2575,301,1,0,0,0
666137,749,7,2014-08-31,0,0,0,0,0,0
667072,749,1,2014-09-01,9320,972,1,1,0,1
668007,749,2,2014-09-02,7547,796,1,1,0,1
668942,749,3,2014-09-03,5625,678,1,1,0,1
669877,749,4,2014-09-04,5505,696,1,1,0,1
670812,749,5,2014-09-05,6416,786,1,1,0,1
671747,749,6,2014-09-06,2324,405,1,0,0,0
672682,749,7,2014-09-07,0,0,0,0,0,0
673617,749,1,2014-09-08,4970,683,1,0,0,0
674552,749,2,2014-09-09,5077,685,1,0,0,0
675487,749,3,2014-09-10,4290,609,1,0,0,0
676422,749,4,2014-09-11,4458,622,1,0,0,0
677357,749,5,2014-09-12,4099,564,1,0,0,0
678292,749,6,2014-09-13,2571,327,1,0,0,0
679227,749,7,2014-09-14,0,0,0,0,0,0
680162,749,1,2014-09-15,8440,979,1,1,0,0
681097,749,2,2014-09-16,6483,783,1,1,0,0
682032,749,3,2014-09-17,5610,713,1,1,0,0
682967,749,4,2014-09-18,5894,701,1,1,0,0
683902,749,5,2014-09-19,6445,801,1,1,0,0
684837,749,6,2014-09-20,2075,290,1,0,0,0
685772,749,7,2014-09-21,0,0,0,0,0,0
686707,749,1,2014-09-22,4786,641,1,0,0,0
687642,749,2,2014-09-23,4487,616,1,0,0,0
688577,749,3,2014-09-24,4455,582,1,0,0,0
689512,749,4,2014-09-25,3721,563,1,0,0,0
690447,749,5,2014-09-26,4990,706,1,0,0,0
691382,749,6,2014-09-27,2375,281,1,0,0,0
692317,749,7,2014-09-28,0,0,0,0,0,0
693252,749,1,2014-09-29,8421,887,1,1,0,0
694187,749,2,2014-09-30,7788,861,1,1,0,0
695122,749,3,2014-10-01,6634,752,1,1,0,0
696057,749,4,2014-10-02,7589,880,1,1,0,0
696992,749,5,2014-10-03,0,0,0,1,a,0
697927,749,6,2014-10-04,3022,368,1,0,0,0
698862,749,7,2014-10-05,0,0,0,0,0,0
699797,749,1,2014-10-06,9304,984,1,1,0,0
700732,749,2,2014-10-07,6671,743,1,1,0,0
701667,749,3,2014-10-08,5779,684,1,1,0,0
702602,749,4,2014-10-09,5785,680,1,1,0,0
703537,749,5,2014-10-10,6736,818,1,1,0,0
704472,749,6,2014-10-11,2629,356,1,0,0,0
705407,749,7,2014-10-12,0,0,0,0,0,0
706342,749,1,2014-10-13,4700,645,1,0,0,0
707277,749,2,2014-10-14,4524,651,1,0,0,0
708212,749,3,2014-10-15,3798,582,1,0,0,0
709147,749,4,2014-10-16,3586,539,1,0,0,0
710082,749,5,2014-10-17,3893,578,1,0,0,0
711017,749,6,2014-10-18,1748,238,1,0,0,0
711952,749,7,2014-10-19,0,0,0,0,0,0
712887,749,1,2014-10-20,5640,652,1,1,0,1
713822,749,2,2014-10-21,4262,525,1,1,0,1
714757,749,3,2014-10-22,3793,508,1,1,0,1
715692,749,4,2014-10-23,4085,500,1,1,0,1
716627,749,5,2014-10-24,4553,592,1,1,0,1
717562,749,6,2014-10-25,1883,240,1,0,0,0
718497,749,7,2014-10-26,0,0,0,0,0,0
719432,749,1,2014-10-27,4210,593,1,0,0,1
720367,749,2,2014-10-28,3703,535,1,0,0,1
721302,749,3,2014-10-29,3297,496,1,0,0,1
722237,749,4,2014-10-30,4320,570,1,0,0,1
723172,749,5,2014-10-31,5211,725,1,0,0,1
724107,749,6,2014-11-01,0,0,0,0,a,0
725042,749,7,2014-11-02,0,0,0,0,0,0
725977,749,1,2014-11-03,7643,816,1,1,0,0
726912,749,2,2014-11-04,5851,705,1,1,0,0
727847,749,3,2014-11-05,5256,601,1,1,0,0
728782,749,4,2014-11-06,5327,651,1,1,0,0
729717,749,5,2014-11-07,5315,671,1,1,0,0
730652,749,6,2014-11-08,2310,297,1,0,0,0
731587,749,7,2014-11-09,0,0,0,0,0,0
732522,749,1,2014-11-10,6365,720,1,1,0,0
733457,749,2,2014-11-11,5425,673,1,1,0,0
734392,749,3,2014-11-12,4601,564,1,1,0,0
735327,749,4,2014-11-13,4823,619,1,1,0,0
736262,749,5,2014-11-14,5611,710,1,1,0,0
737197,749,6,2014-11-15,2017,263,1,0,0,0
738132,749,7,2014-11-16,0,0,0,0,0,0
739067,749,1,2014-11-17,4262,617,1,0,0,0
740002,749,2,2014-11-18,4001,557,1,0,0,0
740937,749,3,2014-11-19,3332,489,1,0,0,0
741872,749,4,2014-11-20,4260,564,1,0,0,0
742807,749,5,2014-11-21,3656,541,1,0,0,0
743742,749,6,2014-11-22,2022,276,1,0,0,0
744677,749,7,2014-11-23,0,0,0,0,0,0
745612,749,1,2014-11-24,7131,788,1,1,0,0
746547,749,2,2014-11-25,5668,691,1,1,0,0
747482,749,3,2014-11-26,4892,598,1,1,0,0
748417,749,4,2014-11-27,5898,671,1,1,0,0
749352,749,5,2014-11-28,6663,776,1,1,0,0
750287,749,6,2014-11-29,3459,385,1,0,0,0
751222,749,7,2014-11-30,0,0,0,0,0,0
752157,749,1,2014-12-01,8123,842,1,1,0,0
753092,749,2,2014-12-02,6587,701,1,1,0,0
754027,749,3,2014-12-03,5786,672,1,1,0,0
754962,749,4,2014-12-04,5714,679,1,1,0,0
755897,749,5,2014-12-05,7291,796,1,1,0,0
756832,749,6,2014-12-06,3507,402,1,0,0,0
757767,749,7,2014-12-07,0,0,0,0,0,0
758702,749,1,2014-12-08,5200,654,1,0,0,0
759637,749,2,2014-12-09,4245,571,1,0,0,0
760572,749,3,2014-12-10,3587,539,1,0,0,0
761507,749,4,2014-12-11,4412,534,1,0,0,0
762442,749,5,2014-12-12,4930,594,1,0,0,0
763377,749,6,2014-12-13,3256,383,1,0,0,0
764312,749,7,2014-12-14,0,0,0,0,0,0
765247,749,1,2014-12-15,9541,896,1,1,0,0
766182,749,2,2014-12-16,8122,813,1,1,0,0
767117,749,3,2014-12-17,5590,633,1,1,0,0
768052,749,4,2014-12-18,6595,758,1,1,0,0
768987,749,5,2014-12-19,6732,760,1,1,0,0
769922,749,6,2014-12-20,2963,350,1,0,0,0
770857,749,7,2014-12-21,0,0,0,0,0,0
771792,749,1,2014-12-22,7284,845,1,0,0,1
772727,749,2,2014-12-23,7460,862,1,0,0,1
773662,749,3,2014-12-24,3752,424,1,0,0,1
774597,749,4,2014-12-25,0,0,0,0,c,1
775532,749,5,2014-12-26,0,0,0,0,c,1
776467,749,6,2014-12-27,2177,285,1,0,0,0
777402,749,7,2014-12-28,0,0,0,0,0,0
778337,749,1,2014-12-29,4502,573,1,0,0,1
779272,749,2,2014-12-30,5650,635,1,0,0,1
780207,749,3,2014-12-31,3155,382,1,0,0,1
781195,749,4,2015-01-01,0,0,0,0,a,1
782310,749,5,2015-01-02,4433,587,1,0,0,1
783425,749,6,2015-01-03,1852,264,1,0,0,0
784540,749,7,2015-01-04,0,0,0,0,0,0
785655,749,1,2015-01-05,7534,822,1,1,0,1
786770,749,2,2015-01-06,5976,656,1,1,0,1
787885,749,3,2015-01-07,5417,610,1,1,0,1
789000,749,4,2015-01-08,4576,542,1,1,0,0
790115,749,5,2015-01-09,4881,608,1,1,0,0
791230,749,6,2015-01-10,2017,259,1,0,0,0
792345,749,7,2015-01-11,0,0,0,0,0,0
793460,749,1,2015-01-12,6851,727,1,1,0,0
794575,749,2,2015-01-13,5617,701,1,1,0,0
795690,749,3,2015-01-14,4765,575,1,1,0,0
796805,749,4,2015-01-15,4902,620,1,1,0,0
797920,749,5,2015-01-16,4193,538,1,1,0,0
799035,749,6,2015-01-17,1938,260,1,0,0,0
800150,749,7,2015-01-18,0,0,0,0,0,0
801265,749,1,2015-01-19,3868,582,1,0,0,0
802380,749,2,2015-01-20,3487,503,1,0,0,0
803495,749,3,2015-01-21,3933,528,1,0,0,0
804610,749,4,2015-01-22,4323,582,1,0,0,0
805725,749,5,2015-01-23,3687,536,1,0,0,0
806840,749,6,2015-01-24,1522,217,1,0,0,0
807955,749,7,2015-01-25,0,0,0,0,0,0
809070,749,1,2015-01-26,6094,671,1,1,0,0
810185,749,2,2015-01-27,6047,718,1,1,0,0
811300,749,3,2015-01-28,4730,575,1,1,0,0
812415,749,4,2015-01-29,4929,559,1,1,0,0
813530,749,5,2015-01-30,6217,750,1,1,0,0
814645,749,6,2015-01-31,2735,324,1,0,0,0
815760,749,7,2015-02-01,0,0,0,0,0,0
816875,749,1,2015-02-02,7027,788,1,1,0,0
817990,749,2,2015-02-03,6300,668,1,1,0,0
819105,749,3,2015-02-04,4708,630,1,1,0,0
820220,749,4,2015-02-05,4937,603,1,1,0,0
821335,749,5,2015-02-06,4949,637,1,1,0,0
822450,749,6,2015-02-07,2038,260,1,0,0,0
823565,749,7,2015-02-08,0,0,0,0,0,0
824680,749,1,2015-02-09,4132,609,1,0,0,0
825795,749,2,2015-02-10,4100,564,1,0,0,0
826910,749,3,2015-02-11,3345,515,1,0,0,0
828025,749,4,2015-02-12,4095,555,1,0,0,0
829140,749,5,2015-02-13,4741,635,1,0,0,0
830255,749,6,2015-02-14,2178,291,1,0,0,0
831370,749,7,2015-02-15,0,0,0,0,0,0
832485,749,1,2015-02-16,6897,748,1,1,0,0
833600,749,2,2015-02-17,2521,292,1,1,0,0
834715,749,3,2015-02-18,5596,680,1,1,0,0
835830,749,4,2015-02-19,4632,598,1,1,0,0
836945,749,5,2015-02-20,5816,711,1,1,0,0
838060,749,6,2015-02-21,1835,255,1,0,0,0
839175,749,7,2015-02-22,0,0,0,0,0,0
840290,749,1,2015-02-23,3911,568,1,0,0,0
841405,749,2,2015-02-24,4241,545,1,0,0,0
842520,749,3,2015-02-25,3266,505,1,0,0,0
843635,749,4,2015-02-26,3889,562,1,0,0,0
844750,749,5,2015-02-27,4084,521,1,0,0,0
845865,749,6,2015-02-28,2428,316,1,0,0,0
846980,749,7,2015-03-01,0,0,0,0,0,0
848095,749,1,2015-03-02,8170,844,1,1,0,0
849210,749,2,2015-03-03,6768,756,1,1,0,0
850325,749,3,2015-03-04,4939,643,1,1,0,0
851440,749,4,2015-03-05,5045,632,1,1,0,0
852555,749,5,2015-03-06,5675,692,1,1,0,0
853670,749,6,2015-03-07,1781,257,1,0,0,0
854785,749,7,2015-03-08,0,0,0,0,0,0
855900,749,1,2015-03-09,4298,614,1,0,0,0
857015,749,2,2015-03-10,3454,517,1,0,0,0
858130,749,3,2015-03-11,3722,549,1,0,0,0
859245,749,4,2015-03-12,3752,540,1,0,0,0
860360,749,5,2015-03-13,4303,589,1,0,0,0
861475,749,6,2015-03-14,1897,237,1,0,0,0
862590,749,7,2015-03-15,0,0,0,0,0,0
863705,749,1,2015-03-16,6793,774,1,1,0,0
864820,749,2,2015-03-17,5359,682,1,1,0,0
865935,749,3,2015-03-18,4786,624,1,1,0,0
867050,749,4,2015-03-19,4576,616,1,1,0,0
868165,749,5,2015-03-20,5127,630,1,1,0,0
869280,749,6,2015-03-21,1887,261,1,0,0,0
870395,749,7,2015-03-22,0,0,0,0,0,0
871510,749,1,2015-03-23,4663,645,1,0,0,0
872625,749,2,2015-03-24,4041,571,1,0,0,0
873740,749,3,2015-03-25,4003,546,1,0,0,0
874855,749,4,2015-03-26,3897,571,1,0,0,1
875970,749,5,2015-03-27,4758,641,1,0,0,1
877085,749,6,2015-03-28,2218,288,1,0,0,0
878200,749,7,2015-03-29,0,0,0,0,0,0
879315,749,1,2015-03-30,7746,820,1,1,0,1
880430,749,2,2015-03-31,5835,625,1,1,0,1
881545,749,3,2015-04-01,7023,717,1,1,0,1
882660,749,4,2015-04-02,7324,810,1,1,0,1
883775,749,5,2015-04-03,0,0,0,1,b,1
884890,749,6,2015-04-04,3255,359,1,0,0,0
886005,749,7,2015-04-05,0,0,0,0,0,0
887120,749,1,2015-04-06,0,0,0,0,b,1
888235,749,2,2015-04-07,5454,657,1,0,0,1
889350,749,3,2015-04-08,4323,598,1,0,0,1
890465,749,4,2015-04-09,4399,571,1,0,0,1
891580,749,5,2015-04-10,4355,582,1,0,0,1
892695,749,6,2015-04-11,2245,268,1,0,0,0
893810,749,7,2015-04-12,0,0,0,0,0,0
894925,749,1,2015-04-13,7637,787,1,1,0,0
896040,749,2,2015-04-14,6083,668,1,1,0,0
897155,749,3,2015-04-15,5458,660,1,1,0,0
898270,749,4,2015-04-16,5130,634,1,1,0,0
899385,749,5,2015-04-17,5567,647,1,1,0,0
900500,749,6,2015-04-18,2315,259,1,0,0,0
901615,749,7,2015-04-19,0,0,0,0,0,0
902730,749,1,2015-04-20,4195,561,1,0,0,0
903845,749,2,2015-04-21,3743,541,1,0,0,0
904960,749,3,2015-04-22,3615,520,1,0,0,0
906075,749,4,2015-04-23,3989,550,1,0,0,0
907190,749,5,2015-04-24,4604,610,1,0,0,0
908305,749,6,2015-04-25,2096,260,1,0,0,0
909420,749,7,2015-04-26,0,0,0,0,0,0
910535,749,1,2015-04-27,6954,741,1,1,0,0
911650,749,2,2015-04-28,5769,651,1,1,0,0
912765,749,3,2015-04-29,6209,695,1,1,0,0
913880,749,4,2015-04-30,7228,817,1,1,0,0
914995,749,5,2015-05-01,0,0,0,1,a,0
916110,749,6,2015-05-02,2980,369,1,0,0,0
917225,749,7,2015-05-03,0,0,0,0,0,0
918340,749,1,2015-05-04,7022,794,1,1,0,0
919455,749,2,2015-05-05,5773,665,1,1,0,0
920570,749,3,2015-05-06,5325,619,1,1,0,0
921685,749,4,2015-05-07,5116,649,1,1,0,0
922800,749,5,2015-05-08,5706,709,1,1,0,0
923915,749,6,2015-05-09,2133,264,1,0,0,0
925030,749,7,2015-05-10,0,0,0,0,0,0
926145,749,1,2015-05-11,4557,643,1,0,0,0
927260,749,2,2015-05-12,4079,594,1,0,0,0
928375,749,3,2015-05-13,4745,628,1,0,0,0
929490,749,4,2015-05-14,0,0,0,0,a,0
930605,749,5,2015-05-15,5453,679,1,0,0,0
931720,749,6,2015-05-16,2145,265,1,0,0,0
932835,749,7,2015-05-17,0,0,0,0,0,0
933950,749,1,2015-05-18,7176,809,1,1,0,0
935065,749,2,2015-05-19,5487,641,1,1,0,0
936180,749,3,2015-05-20,5137,607,1,1,0,0
937295,749,4,2015-05-21,4742,591,1,1,0,0
938410,749,5,2015-05-22,4793,624,1,1,0,0
939525,749,6,2015-05-23,2346,292,1,0,0,0
940640,749,7,2015-05-24,0,0,0,0,0,0
941755,749,1,2015-05-25,0,0,0,0,a,0
942870,749,2,2015-05-26,4888,655,1,0,0,0
943985,749,3,2015-05-27,3865,548,1,0,0,0
945100,749,4,2015-05-28,4271,558,1,0,0,0
946215,749,5,2015-05-29,5572,656,1,0,0,0
947330,749,6,2015-05-30,2500,299,1,0,0,0
948445,749,7,2015-05-31,0,0,0,0,0,0
949560,749,1,2015-06-01,7276,745,1,1,0,0
950675,749,2,2015-06-02,7059,753,1,1,0,0
951790,749,3,2015-06-03,6173,694,1,1,0,0
952905,749,4,2015-06-04,0,0,0,1,a,0
954020,749,5,2015-06-05,6213,719,1,1,0,0
955135,749,6,2015-06-06,2132,290,1,0,0,0
956250,749,7,2015-06-07,0,0,0,0,0,0
957365,749,1,2015-06-08,5003,619,1,0,0,0
958480,749,2,2015-06-09,4464,559,1,0,0,0
959595,749,3,2015-06-10,3909,532,1,0,0,0
960710,749,4,2015-06-11,4174,542,1,0,0,0
961825,749,5,2015-06-12,4874,646,1,0,0,0
962940,749,6,2015-06-13,1866,261,1,0,0,0
964055,749,7,2015-06-14,0,0,0,0,0,0
965170,749,1,2015-06-15,7016,749,1,1,0,0
966285,749,2,2015-06-16,6245,660,1,1,0,0
967400,749,3,2015-06-17,5345,614,1,1,0,0
968515,749,4,2015-06-18,4151,511,1,1,0,0
969630,749,5,2015-06-19,5749,678,1,1,0,0
970745,749,6,2015-06-20,2103,291,1,0,0,0
971860,749,7,2015-06-21,0,0,0,0,0,0
972975,749,1,2015-06-22,4312,560,1,0,0,0
974090,749,2,2015-06-23,3625,520,1,0,0,0
975205,749,3,2015-06-24,3654,496,1,0,0,0
976320,749,4,2015-06-25,3833,512,1,0,0,0
977435,749,5,2015-06-26,4311,556,1,0,0,0
978550,749,6,2015-06-27,2120,240,1,0,0,0
979665,749,7,2015-06-28,0,0,0,0,0,0
980780,749,1,2015-06-29,8694,827,1,1,0,0
981895,749,2,2015-06-30,8413,807,1,1,0,0
983010,749,3,2015-07-01,5269,615,1,1,0,0
984125,749,4,2015-07-02,4817,571,1,1,0,0
985240,749,5,2015-07-03,5519,653,1,1,0,0
986355,749,6,2015-07-04,2404,272,1,0,0,0
987470,749,7,2015-07-05,0,0,0,0,0,0
988585,749,1,2015-07-06,4770,631,1,0,0,0
989700,749,2,2015-07-07,4143,557,1,0,0,0
990815,749,3,2015-07-08,4451,576,1,0,0,0
991930,749,4,2015-07-09,4245,557,1,0,0,0
993045,749,5,2015-07-10,4671,648,1,0,0,0
994160,749,6,2015-07-11,2125,281,1,0,0,0
995275,749,7,2015-07-12,0,0,0,0,0,0
996390,749,1,2015-07-13,6613,727,1,1,0,0
997505,749,2,2015-07-14,6175,667,1,1,0,0
998620,749,3,2015-07-15,5574,657,1,1,0,0
999735,749,4,2015-07-16,4515,621,1,1,0,0
1000850,749,5,2015-07-17,5389,672,1,1,0,0
1001965,749,6,2015-07-18,2198,267,1,0,0,0
1003080,749,7,2015-07-19,0,0,0,0,0,0
1004195,749,1,2015-07-20,4491,591,1,0,0,0
1005310,749,2,2015-07-21,3959,556,1,0,0,0
1006425,749,3,2015-07-22,4254,552,1,0,0,0
1007540,749,4,2015-07-23,4537,587,1,0,0,0
1008655,749,5,2015-07-24,4443,608,1,0,0,0
1009770,749,6,2015-07-25,1751,220,1,0,0,0
1010885,749,7,2015-07-26,0,0,0,0,0,0
1012000,749,1,2015-07-27,6808,706,1,1,0,1
1013115,749,2,2015-07-28,5777,641,1,1,0,1
1014230,749,3,2015-07-29,4757,548,1,1,0,1
1015345,749,4,2015-07-30,5243,575,1,1,0,1
1016460,749,5,2015-07-31,6612,716,1,1,0,1
