,Unnamed: 0,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Year,Month,Day
331,369430,749,3.0,2013-11-28,4299,563,1,0.0,0,0.0,2013,11,28
332,370545,749,4.0,2013-11-29,7320,878,1,0.0,0,0.0,2013,11,29
333,371660,749,5.0,2013-11-30,3708,396,1,0.0,0,0.0,2013,11,30
334,372775,749,6.0,2013-12-01,0,0,0,0.0,0,0.0,2013,12,1
335,373890,749,7.0,2013-12-02,11446,1139,1,0.0,0,0.0,2013,12,2
336,375005,749,1.0,2013-12-03,9225,929,1,1.0,0,0.0,2013,12,3
337,376120,749,2.0,2013-12-04,7658,799,1,1.0,0,0.0,2013,12,4
338,377235,749,3.0,2013-12-05,7410,855,1,1.0,0,0.0,2013,12,5
339,378350,749,4.0,2013-12-06,7900,928,1,1.0,0,0.0,2013,12,6
340,379465,749,5.0,2013-12-07,2839,362,1,1.0,0,0.0,2013,12,7
341,380580,749,6.0,2013-12-08,0,0,0,0.0,0,0.0,2013,12,8
342,381695,749,7.0,2013-12-09,6624,809,1,0.0,0,0.0,2013,12,9
343,382810,749,1.0,2013-12-10,5947,732,1,0.0,0,0.0,2013,12,10
344,383925,749,2.0,2013-12-11,4861,655,1,0.0,0,0.0,2013,12,11
345,385040,749,3.0,2013-12-12,5055,654,1,0.0,0,0.0,2013,12,12
346,386155,749,4.0,2013-12-13,6297,759,1,0.0,0,0.0,2013,12,13
347,387270,749,5.0,2013-12-14,2715,324,1,0.0,0,0.0,2013,12,14
348,388385,749,6.0,2013-12-15,0,0,0,0.0,0,0.0,2013,12,15
349,389500,749,7.0,2013-12-16,13118,1182,1,0.0,0,0.0,2013,12,16
350,390615,749,1.0,2013-12-17,9622,996,1,1.0,0,0.0,2013,12,17
351,391730,749,2.0,2013-12-18,9026,945,1,1.0,0,0.0,2013,12,18
352,392845,749,3.0,2013-12-19,6847,809,1,1.0,0,0.0,2013,12,19
353,393960,749,4.0,2013-12-20,9107,1016,1,1.0,0,0.0,2013,12,20
354,395075,749,5.0,2013-12-21,4171,514,1,1.0,0,0.0,2013,12,21
355,396190,749,6.0,2013-12-22,0,0,0,0.0,0,0.0,2013,12,22
356,397305,749,7.0,2013-12-23,9551,1136,1,0.0,0,0.0,2013,12,23
357,398420,749,1.0,2013-12-24,4239,494,1,0.0,0,1.0,2013,12,24
358,399535,749,2.0,2013-12-25,0,0,0,0.0,c,1.0,2013,12,25
359,400650,749,3.0,2013-12-26,0,0,0,0.0,c,1.0,2013,12,26
360,401765,749,4.0,2013-12-27,5533,734,1,0.0,0,1.0,2013,12,27
361,402880,749,5.0,2013-12-28,2447,335,1,0.0,0,1.0,2013,12,28
362,403995,749,6.0,2013-12-29,0,0,0,0.0,0,0.0,2013,12,29
363,405110,749,7.0,2013-12-30,6775,807,1,0.0,0,0.0,2013,12,30
364,406225,749,1.0,2013-12-31,3823,458,1,0.0,0,1.0,2013,12,31
365,407340,749,2.0,2014-01-01,0,0,0,0.0,a,1.0,2014,1,1
366,408455,749,3.0,2014-01-02,5807,679,1,0.0,0,1.0,2014,1,2
367,409570,749,4.0,2014-01-03,4979,647,1,0.0,0,1.0,2014,1,3
368,410685,749,5.0,2014-01-04,2273,298,1,0.0,0,1.0,2014,1,4
369,411800,749,6.0,2014-01-05,0,0,0,0.0,0,0.0,2014,1,5
370,412915,749,7.0,2014-01-06,10980,1084,1,0.0,0,0.0,2014,1,6
371,414030,749,1.0,2014-01-07,7986,886,1,1.0,0,1.0,2014,1,7
372,415145,749,2.0,2014-01-08,6659,788,1,1.0,0,1.0,2014,1,8
373,416260,749,3.0,2014-01-09,6231,754,1,1.0,0,0.0,2014,1,9
374,417375,749,4.0,2014-01-10,7377,883,1,1.0,0,0.0,2014,1,10
375,418490,749,5.0,2014-01-11,2093,287,1,1.0,0,0.0,2014,1,11
376,419605,749,6.0,2014-01-12,0,0,0,0.0,0,0.0,2014,1,12
377,420720,749,7.0,2014-01-13,4309,614,1,0.0,0,0.0,2014,1,13
378,421835,749,1.0,2014-01-14,4746,668,1,0.0,0,0.0,2014,1,14
379,422950,749,2.0,2014-01-15,4397,660,1,0.0,0,0.0,2014,1,15
380,424065,749,3.0,2014-01-16,4256,576,1,0.0,0,0.0,2014,1,16
381,425180,749,4.0,2014-01-17,4492,651,1,0.0,0,0.0,2014,1,17
382,426295,749,5.0,2014-01-18,2255,314,1,0.0,0,0.0,2014,1,18
383,427410,749,6.0,2014-01-19,0,0,0,0.0,0,0.0,2014,1,19
384,428525,749,7.0,2014-01-20,9595,1037,1,0.0,0,0.0,2014,1,20
385,429640,749,1.0,2014-01-21,7378,826,1,1.0,0,0.0,2014,1,21
386,430755,749,2.0,2014-01-22,6490,730,1,1.0,0,0.0,2014,1,22
387,431870,749,3.0,2014-01-23,5242,650,1,1.0,0,0.0,2014,1,23
388,432985,749,4.0,2014-01-24,6196,787,1,1.0,0,0.0,2014,1,24
389,434100,749,5.0,2014-01-25,1913,274,1,1.0,0,0.0,2014,1,25
390,435215,749,6.0,2014-01-26,0,0,0,0.0,0,0.0,2014,1,26
391,436330,749,7.0,2014-01-27,5095,700,1,0.0,0,0.0,2014,1,27
392,437445,749,1.0,2014-01-28,4595,641,1,0.0,0,0.0,2014,1,28
393,438560,749,2.0,2014-01-29,4560,615,1,0.0,0,0.0,2014,1,29
394,439675,749,3.0,2014-01-30,4680,617,1,0.0,0,0.0,2014,1,30
395,440790,749,4.0,2014-01-31,5973,758,1,0.0,0,0.0,2014,1,31
396,441905,749,5.0,2014-02-01,2827,344,1,0.0,0,0.0,2014,2,1
397,443020,749,6.0,2014-02-02,0,0,0,0.0,0,0.0,2014,2,2
398,444135,749,7.0,2014-02-03,10958,1059,1,0.0,0,0.0,2014,2,3
399,445250,749,1.0,2014-02-04,8283,927,1,1.0,0,0.0,2014,2,4
400,446365,749,2.0,2014-02-05,6354,704,1,1.0,0,0.0,2014,2,5
401,447480,749,3.0,2014-02-06,6010,735,1,1.0,0,0.0,2014,2,6
402,448595,749,4.0,2014-02-07,6938,805,1,1.0,0,0.0,2014,2,7
403,449710,749,5.0,2014-02-08,1965,274,1,1.0,0,0.0,2014,2,8
404,450825,749,6.0,2014-02-09,0,0,0,0.0,0,0.0,2014,2,9
405,451940,749,7.0,2014-02-10,4218,644,1,0.0,0,0.0,2014,2,10
406,453055,749,1.0,2014-02-11,4979,682,1,0.0,0,0.0,2014,2,11
407,454170,749,2.0,2014-02-12,4626,686,1,0.0,0,0.0,2014,2,12
408,455285,749,3.0,2014-02-13,4104,562,1,0.0,0,0.0,2014,2,13
409,456400,749,4.0,2014-02-14,5780,795,1,0.0,0,0.0,2014,2,14
410,457515,749,5.0,2014-02-15,2109,297,1,0.0,0,0.0,2014,2,15
411,458630,749,6.0,2014-02-16,0,0,0,0.0,0,0.0,2014,2,16
412,459745,749,7.0,2014-02-17,9304,995,1,0.0,0,0.0,2014,2,17
413,460860,749,1.0,2014-02-18,7055,840,1,1.0,0,0.0,2014,2,18
414,461975,749,2.0,2014-02-19,5935,730,1,1.0,0,0.0,2014,2,19
415,463090,749,3.0,2014-02-20,5909,725,1,1.0,0,0.0,2014,2,20
416,464205,749,4.0,2014-02-21,5809,745,1,1.0,0,0.0,2014,2,21
417,465320,749,5.0,2014-02-22,2498,331,1,1.0,0,0.0,2014,2,22
418,466435,749,6.0,2014-02-23,0,0,0,0.0,0,0.0,2014,2,23
419,467550,749,7.0,2014-02-24,5167,708,1,0.0,0,0.0,2014,2,24
420,468665,749,1.0,2014-02-25,3834,597,1,0.0,0,0.0,2014,2,25
421,469780,749,2.0,2014-02-26,4183,580,1,0.0,0,0.0,2014,2,26
422,470895,749,3.0,2014-02-27,4701,648,1,0.0,0,0.0,2014,2,27
423,472010,749,4.0,2014-02-28,5608,727,1,0.0,0,0.0,2014,2,28
424,473125,749,5.0,2014-03-01,2919,348,1,0.0,0,0.0,2014,3,1
425,474240,749,6.0,2014-03-02,0,0,0,0.0,0,0.0,2014,3,2
426,475355,749,7.0,2014-03-03,9191,987,1,0.0,0,0.0,2014,3,3
427,476470,749,1.0,2014-03-04,7203,785,1,1.0,0,0.0,2014,3,4
428,477585,749,2.0,2014-03-05,7443,830,1,1.0,0,0.0,2014,3,5
429,478700,749,3.0,2014-03-06,6831,815,1,1.0,0,0.0,2014,3,6
430,479815,749,4.0,2014-03-07,6699,839,1,1.0,0,0.0,2014,3,7
431,480930,749,5.0,2014-03-08,2542,337,1,1.0,0,0.0,2014,3,8
432,482045,749,6.0,2014-03-09,0,0,0,0.0,0,0.0,2014,3,9
433,483160,749,7.0,2014-03-10,5473,744,1,0.0,0,0.0,2014,3,10
434,484275,749,1.0,2014-03-11,4564,680,1,0.0,0,0.0,2014,3,11
435,485390,749,2.0,2014-03-12,4226,595,1,0.0,0,0.0,2014,3,12
436,486505,749,3.0,2014-03-13,4177,621,1,0.0,0,0.0,2014,3,13
437,487620,749,4.0,2014-03-14,5016,703,1,0.0,0,0.0,2014,3,14
438,488735,749,5.0,2014-03-15,2215,304,1,0.0,0,0.0,2014,3,15
439,489850,749,6.0,2014-03-16,0,0,0,0.0,0,0.0,2014,3,16
440,490965,749,7.0,2014-03-17,8500,964,1,0.0,0,0.0,2014,3,17
441,492080,749,1.0,2014-03-18,6898,802,1,1.0,0,0.0,2014,3,18
442,493195,749,2.0,2014-03-19,5593,737,1,1.0,0,0.0,2014,3,19
443,494310,749,3.0,2014-03-20,5414,736,1,1.0,0,0.0,2014,3,20
444,495425,749,4.0,2014-03-21,6524,819,1,1.0,0,0.0,2014,3,21
445,496540,749,5.0,2014-03-22,1922,274,1,1.0,0,0.0,2014,3,22
446,497655,749,6.0,2014-03-23,0,0,0,0.0,0,0.0,2014,3,23
447,498770,749,7.0,2014-03-24,4545,662,1,0.0,0,0.0,2014,3,24
448,499885,749,1.0,2014-03-25,4506,641,1,0.0,0,0.0,2014,3,25
449,501000,749,2.0,2014-03-26,4133,578,1,0.0,0,0.0,2014,3,26
450,502115,749,3.0,2014-03-27,4359,624,1,0.0,0,0.0,2014,3,27
451,503230,749,4.0,2014-03-28,4949,673,1,0.0,0,0.0,2014,3,28
452,504345,749,5.0,2014-03-29,2473,317,1,0.0,0,0.0,2014,3,29
453,505460,749,6.0,2014-03-30,0,0,0,0.0,0,0.0,2014,3,30
454,506575,749,7.0,2014-03-31,10300,1058,1,0.0,0,0.0,2014,3,31
455,507690,749,1.0,2014-04-01,7683,841,1,1.0,0,0.0,2014,4,1
456,508805,749,2.0,2014-04-02,6921,812,1,1.0,0,0.0,2014,4,2
457,509920,749,3.0,2014-04-03,6859,811,1,1.0,0,0.0,2014,4,3
458,511035,749,4.0,2014-04-04,6754,831,1,1.0,0,0.0,2014,4,4
459,512150,749,5.0,2014-04-05,2354,299,1,1.0,0,0.0,2014,4,5
460,513265,749,6.0,2014-04-06,0,0,0,0.0,0,0.0,2014,4,6
461,514380,749,7.0,2014-04-07,5600,774,1,0.0,0,0.0,2014,4,7
462,515495,749,1.0,2014-04-08,4938,689,1,0.0,0,0.0,2014,4,8
463,516610,749,2.0,2014-04-09,5145,671,1,0.0,0,0.0,2014,4,9
464,517725,749,3.0,2014-04-10,4486,651,1,0.0,0,0.0,2014,4,10
465,518840,749,4.0,2014-04-11,5398,748,1,0.0,0,0.0,2014,4,11
466,519955,749,5.0,2014-04-12,2404,310,1,0.0,0,0.0,2014,4,12
467,521070,749,6.0,2014-04-13,0,0,0,0.0,0,0.0,2014,4,13
468,522185,749,7.0,2014-04-14,10013,1031,1,0.0,0,0.0,2014,4,14
469,523300,749,1.0,2014-04-15,7442,828,1,1.0,0,1.0,2014,4,15
470,524415,749,2.0,2014-04-16,7362,809,1,1.0,0,1.0,2014,4,16
471,525530,749,3.0,2014-04-17,7611,940,1,1.0,0,1.0,2014,4,17
472,526645,749,4.0,2014-04-18,0,0,0,1.0,b,1.0,2014,4,18
473,527760,749,5.0,2014-04-19,3272,462,1,1.0,0,1.0,2014,4,19
474,528875,749,6.0,2014-04-20,0,0,0,0.0,0,0.0,2014,4,20
475,529990,749,7.0,2014-04-21,0,0,0,0.0,b,0.0,2014,4,21
476,531105,749,1.0,2014-04-22,6004,777,1,0.0,0,1.0,2014,4,22
477,532220,749,2.0,2014-04-23,4185,603,1,0.0,0,1.0,2014,4,23
478,533335,749,3.0,2014-04-24,4582,588,1,0.0,0,1.0,2014,4,24
479,534450,749,4.0,2014-04-25,5010,710,1,0.0,0,1.0,2014,4,25
480,535565,749,5.0,2014-04-26,2677,330,1,0.0,0,1.0,2014,4,26
481,536680,749,6.0,2014-04-27,0,0,0,0.0,0,0.0,2014,4,27
482,537795,749,7.0,2014-04-28,8636,941,1,0.0,0,0.0,2014,4,28
483,538910,749,1.0,2014-04-29,7939,877,1,1.0,0,0.0,2014,4,29
484,540025,749,2.0,2014-04-30,8042,952,1,1.0,0,0.0,2014,4,30
485,541140,749,3.0,2014-05-01,0,0,0,1.0,a,0.0,2014,5,1
486,542255,749,4.0,2014-05-02,8181,941,1,1.0,0,0.0,2014,5,2
487,543370,749,5.0,2014-05-03,2472,316,1,1.0,0,0.0,2014,5,3
488,544485,749,6.0,2014-05-04,0,0,0,0.0,0,0.0,2014,5,4
489,545600,749,7.0,2014-05-05,9629,1020,1,0.0,0,0.0,2014,5,5
490,546715,749,1.0,2014-05-06,7409,828,1,1.0,0,0.0,2014,5,6
491,547830,749,2.0,2014-05-07,5738,701,1,1.0,0,0.0,2014,5,7
492,548945,749,3.0,2014-05-08,6169,770,1,1.0,0,0.0,2014,5,8
493,550060,749,4.0,2014-05-09,6838,821,1,1.0,0,0.0,2014,5,9
494,551175,749,5.0,2014-05-10,2610,338,1,1.0,0,0.0,2014,5,10
495,552290,749,6.0,2014-05-11,0,0,0,0.0,0,0.0,2014,5,11
496,553405,749,7.0,2014-05-12,5493,740,1,0.0,0,0.0,2014,5,12
497,554520,749,1.0,2014-05-13,4829,657,1,0.0,0,0.0,2014,5,13
498,555635,749,2.0,2014-05-14,4598,622,1,0.0,0,0.0,2014,5,14
499,556750,749,3.0,2014-05-15,4312,644,1,0.0,0,0.0,2014,5,15
500,557865,749,4.0,2014-05-16,5188,720,1,0.0,0,0.0,2014,5,16
501,558980,749,5.0,2014-05-17,2296,306,1,0.0,0,0.0,2014,5,17
502,560095,749,6.0,2014-05-18,0,0,0,0.0,0,0.0,2014,5,18
503,561210,749,7.0,2014-05-19,8844,944,1,0.0,0,0.0,2014,5,19
504,562325,749,1.0,2014-05-20,6930,828,1,1.0,0,0.0,2014,5,20
505,563440,749,2.0,2014-05-21,5950,747,1,1.0,0,0.0,2014,5,21
506,564555,749,3.0,2014-05-22,5881,716,1,1.0,0,0.0,2014,5,22
507,565670,749,4.0,2014-05-23,5207,734,1,1.0,0,0.0,2014,5,23
508,566785,749,5.0,2014-05-24,1991,249,1,1.0,0,0.0,2014,5,24
509,567900,749,6.0,2014-05-25,0,0,0,0.0,0,0.0,2014,5,25
510,569015,749,7.0,2014-05-26,4603,664,1,0.0,0,0.0,2014,5,26
511,570130,749,1.0,2014-05-27,4458,646,1,0.0,0,0.0,2014,5,27
512,571245,749,2.0,2014-05-28,5677,728,1,0.0,0,0.0,2014,5,28
513,572360,749,3.0,2014-05-29,0,0,0,0.0,a,0.0,2014,5,29
514,573475,749,4.0,2014-05-30,6887,854,1,0.0,0,0.0,2014,5,30
515,574590,749,5.0,2014-05-31,2490,362,1,0.0,0,0.0,2014,5,31
516,575705,749,6.0,2014-06-01,0,0,0,0.0,0,0.0,2014,6,1
517,576820,749,7.0,2014-06-02,9664,1007,1,0.0,0,0.0,2014,6,2
518,577935,749,1.0,2014-06-03,7173,829,1,1.0,0,0.0,2014,6,3
519,579050,749,2.0,2014-06-04,6696,782,1,1.0,0,0.0,2014,6,4
520,580165,749,3.0,2014-06-05,6021,795,1,1.0,0,0.0,2014,6,5
521,581280,749,4.0,2014-06-06,6874,865,1,1.0,0,0.0,2014,6,6
522,582395,749,5.0,2014-06-07,2461,358,1,1.0,0,0.0,2014,6,7
523,583510,749,6.0,2014-06-08,0,0,0,0.0,0,0.0,2014,6,8
524,584625,749,7.0,2014-06-09,0,0,0,0.0,a,0.0,2014,6,9
525,585740,749,1.0,2014-06-10,5705,748,1,0.0,0,0.0,2014,6,10
526,586855,749,2.0,2014-06-11,5171,693,1,0.0,0,0.0,2014,6,11
527,587970,749,3.0,2014-06-12,4878,675,1,0.0,0,0.0,2014,6,12
528,589085,749,4.0,2014-06-13,5592,732,1,0.0,0,0.0,2014,6,13
529,590200,749,5.0,2014-06-14,2500,332,1,0.0,0,0.0,2014,6,14
530,591315,749,6.0,2014-06-15,0,0,0,0.0,0,0.0,2014,6,15
531,592430,749,7.0,2014-06-16,9325,988,1,0.0,0,0.0,2014,6,16
532,593545,749,1.0,2014-06-17,7036,819,1,1.0,0,0.0,2014,6,17
533,594660,749,2.0,2014-06-18,6838,855,1,1.0,0,0.0,2014,6,18
534,595775,749,3.0,2014-06-19,0,0,0,1.0,a,0.0,2014,6,19
535,596890,749,4.0,2014-06-20,7572,923,1,1.0,0,0.0,2014,6,20
536,598005,749,5.0,2014-06-21,2731,341,1,1.0,0,0.0,2014,6,21
537,599120,749,6.0,2014-06-22,0,0,0,0.0,0,0.0,2014,6,22
538,600235,749,7.0,2014-06-23,4686,692,1,0.0,0,0.0,2014,6,23
539,601350,749,1.0,2014-06-24,4644,648,1,0.0,0,0.0,2014,6,24
540,602465,749,2.0,2014-06-25,4360,612,1,0.0,0,0.0,2014,6,25
541,603580,749,3.0,2014-06-26,4440,626,1,0.0,0,0.0,2014,6,26
542,604695,749,4.0,2014-06-27,4938,689,1,0.0,0,0.0,2014,6,27
543,605810,749,5.0,2014-06-28,2464,302,1,0.0,0,0.0,2014,6,28
544,606925,749,6.0,2014-06-29,0,0,0,0.0,0,0.0,2014,6,29
545,608040,749,7.0,2014-06-30,9886,1012,1,0.0,0,0.0,2014,6,30
546,609102,749,1.0,2014-07-01,8383,911,1,1.0,0,0.0,2014,7,1
547,610037,749,2.0,2014-07-02,7239,855,1,1.0,0,0.0,2014,7,2
548,610972,749,3.0,2014-07-03,6646,763,1,1.0,0,0.0,2014,7,3
549,611907,749,4.0,2014-07-04,6321,784,1,1.0,0,0.0,2014,7,4
550,612842,749,5.0,2014-07-05,2382,323,1,1.0,0,0.0,2014,7,5
551,613777,749,6.0,2014-07-06,0,0,0,0.0,0,0.0,2014,7,6
552,614712,749,7.0,2014-07-07,5439,753,1,0.0,0,0.0,2014,7,7
553,615647,749,1.0,2014-07-08,3973,568,1,0.0,0,0.0,2014,7,8
554,616582,749,2.0,2014-07-09,3571,513,1,0.0,0,0.0,2014,7,9
555,617517,749,3.0,2014-07-10,4629,636,1,0.0,0,0.0,2014,7,10
556,618452,749,4.0,2014-07-11,4691,635,1,0.0,0,0.0,2014,7,11
557,619387,749,5.0,2014-07-12,2261,281,1,0.0,0,0.0,2014,7,12
558,620322,749,6.0,2014-07-13,0,0,0,0.0,0,0.0,2014,7,13
559,621257,749,7.0,2014-07-14,8966,961,1,0.0,0,0.0,2014,7,14
560,622192,749,1.0,2014-07-15,7538,823,1,1.0,0,0.0,2014,7,15
561,623127,749,2.0,2014-07-16,6825,804,1,1.0,0,0.0,2014,7,16
562,624062,749,3.0,2014-07-17,6381,754,1,1.0,0,0.0,2014,7,17
563,624997,749,4.0,2014-07-18,6831,816,1,1.0,0,0.0,2014,7,18
564,625932,749,5.0,2014-07-19,2688,355,1,1.0,0,0.0,2014,7,19
565,626867,749,6.0,2014-07-20,0,0,0,0.0,0,0.0,2014,7,20
566,627802,749,7.0,2014-07-21,4483,620,1,0.0,0,0.0,2014,7,21
567,628737,749,1.0,2014-07-22,4781,678,1,0.0,0,0.0,2014,7,22
568,629672,749,2.0,2014-07-23,4230,595,1,0.0,0,0.0,2014,7,23
569,630607,749,3.0,2014-07-24,4381,617,1,0.0,0,0.0,2014,7,24
570,631542,749,4.0,2014-07-25,4792,677,1,0.0,0,0.0,2014,7,25
571,632477,749,5.0,2014-07-26,2476,319,1,0.0,0,0.0,2014,7,26
572,633412,749,6.0,2014-07-27,0,0,0,0.0,0,0.0,2014,7,27
573,634347,749,7.0,2014-07-28,8785,844,1,0.0,0,0.0,2014,7,28
574,635282,749,1.0,2014-07-29,6111,666,1,1.0,0,1.0,2014,7,29
575,636217,749,2.0,2014-07-30,6257,694,1,1.0,0,1.0,2014,7,30
576,637152,749,3.0,2014-07-31,7607,797,1,1.0,0,1.0,2014,7,31
577,638087,749,4.0,2014-08-01,6833,788,1,1.0,0,1.0,2014,8,1
578,639022,749,5.0,2014-08-02,2686,357,1,1.0,0,1.0,2014,8,2
579,639957,749,6.0,2014-08-03,0,0,0,0.0,0,0.0,2014,8,3
580,640892,749,7.0,2014-08-04,8071,839,1,0.0,0,0.0,2014,8,4
581,641827,749,1.0,2014-08-05,8094,815,1,1.0,0,1.0,2014,8,5
582,642762,749,2.0,2014-08-06,6293,726,1,1.0,0,1.0,2014,8,6
583,643697,749,3.0,2014-08-07,5521,698,1,1.0,0,1.0,2014,8,7
584,644632,749,4.0,2014-08-08,6137,698,1,1.0,0,1.0,2014,8,8
585,645567,749,5.0,2014-08-09,2396,315,1,1.0,0,1.0,2014,8,9
586,646502,749,6.0,2014-08-10,0,0,0,0.0,0,0.0,2014,8,10
587,647437,749,7.0,2014-08-11,4452,603,1,0.0,0,0.0,2014,8,11
588,648372,749,1.0,2014-08-12,4365,611,1,0.0,0,1.0,2014,8,12
589,649307,749,2.0,2014-08-13,3319,479,1,0.0,0,1.0,2014,8,13
590,650242,749,3.0,2014-08-14,4236,567,1,0.0,0,1.0,2014,8,14
591,651177,749,4.0,2014-08-15,4345,614,1,0.0,0,1.0,2014,8,15
592,652112,749,5.0,2014-08-16,2659,319,1,0.0,0,1.0,2014,8,16
593,653047,749,6.0,2014-08-17,0,0,0,0.0,0,0.0,2014,8,17
594,653982,749,7.0,2014-08-18,7915,842,1,0.0,0,0.0,2014,8,18
595,654917,749,1.0,2014-08-19,6926,771,1,1.0,0,1.0,2014,8,19
596,655852,749,2.0,2014-08-20,5982,678,1,1.0,0,1.0,2014,8,20
597,656787,749,3.0,2014-08-21,5468,666,1,1.0,0,1.0,2014,8,21
598,657722,749,4.0,2014-08-22,5734,713,1,1.0,0,1.0,2014,8,22
599,658657,749,5.0,2014-08-23,2044,275,1,1.0,0,1.0,2014,8,23
600,659592,749,6.0,2014-08-24,0,0,0,0.0,0,0.0,2014,8,24
601,660527,749,7.0,2014-08-25,4725,618,1,0.0,0,0.0,2014,8,25
602,661462,749,1.0,2014-08-26,3583,544,1,0.0,0,1.0,2014,8,26
603,662397,749,2.0,2014-08-27,3766,536,1,0.0,0,1.0,2014,8,27
604,663332,749,3.0,2014-08-28,4097,548,1,0.0,0,1.0,2014,8,28
605,664267,749,4.0,2014-08-29,5634,723,1,0.0,0,1.0,2014,8,29
606,665202,749,5.0,2014-08-30,2575,301,1,0.0,0,1.0,2014,8,30
607,666137,749,6.0,2014-08-31,0,0,0,0.0,0,0.0,2014,8,31
608,667072,749,7.0,2014-09-01,9320,972,1,0.0,0,0.0,2014,9,1
609,668007,749,1.0,2014-09-02,7547,796,1,1.0,0,1.0,2014,9,2
610,668942,749,2.0,2014-09-03,5625,678,1,1.0,0,1.0,2014,9,3
611,669877,749,3.0,2014-09-04,5505,696,1,1.0,0,1.0,2014,9,4
612,670812,749,4.0,2014-09-05,6416,786,1,1.0,0,1.0,2014,9,5
613,671747,749,5.0,2014-09-06,2324,405,1,1.0,0,1.0,2014,9,6
614,672682,749,6.0,2014-09-07,0,0,0,0.0,0,0.0,2014,9,7
615,673617,749,7.0,2014-09-08,4970,683,1,0.0,0,0.0,2014,9,8
616,674552,749,1.0,2014-09-09,5077,685,1,0.0,0,0.0,2014,9,9
617,675487,749,2.0,2014-09-10,4290,609,1,0.0,0,0.0,2014,9,10
618,676422,749,3.0,2014-09-11,4458,622,1,0.0,0,0.0,2014,9,11
619,677357,749,4.0,2014-09-12,4099,564,1,0.0,0,0.0,2014,9,12
620,678292,749,5.0,2014-09-13,2571,327,1,0.0,0,0.0,2014,9,13
621,679227,749,6.0,2014-09-14,0,0,0,0.0,0,0.0,2014,9,14
622,680162,749,7.0,2014-09-15,8440,979,1,0.0,0,0.0,2014,9,15
623,681097,749,1.0,2014-09-16,6483,783,1,1.0,0,0.0,2014,9,16
624,682032,749,2.0,2014-09-17,5610,713,1,1.0,0,0.0,2014,9,17
625,682967,749,3.0,2014-09-18,5894,701,1,1.0,0,0.0,2014,9,18
626,683902,749,4.0,2014-09-19,6445,801,1,1.0,0,0.0,2014,9,19
627,684837,749,5.0,2014-09-20,2075,290,1,1.0,0,0.0,2014,9,20
628,685772,749,6.0,2014-09-21,0,0,0,0.0,0,0.0,2014,9,21
629,686707,749,7.0,2014-09-22,4786,641,1,0.0,0,0.0,2014,9,22
630,687642,749,1.0,2014-09-23,4487,616,1,0.0,0,0.0,2014,9,23
631,688577,749,2.0,2014-09-24,4455,582,1,0.0,0,0.0,2014,9,24
632,689512,749,3.0,2014-09-25,3721,563,1,0.0,0,0.0,2014,9,25
633,690447,749,4.0,2014-09-26,4990,706,1,0.0,0,0.0,2014,9,26
634,691382,749,5.0,2014-09-27,2375,281,1,0.0,0,0.0,2014,9,27
635,692317,749,6.0,2014-09-28,0,0,0,0.0,0,0.0,2014,9,28
636,693252,749,7.0,2014-09-29,8421,887,1,0.0,0,0.0,2014,9,29
637,694187,749,1.0,2014-09-30,7788,861,1,1.0,0,0.0,2014,9,30
638,695122,749,2.0,2014-10-01,6634,752,1,1.0,0,0.0,2014,10,1
639,696057,749,3.0,2014-10-02,7589,880,1,1.0,0,0.0,2014,10,2
640,696992,749,4.0,2014-10-03,0,0,0,1.0,a,0.0,2014,10,3
641,697927,749,5.0,2014-10-04,3022,368,1,1.0,0,0.0,2014,10,4
642,698862,749,6.0,2014-10-05,0,0,0,0.0,0,0.0,2014,10,5
643,699797,749,7.0,2014-10-06,9304,984,1,0.0,0,0.0,2014,10,6
644,700732,749,1.0,2014-10-07,6671,743,1,1.0,0,0.0,2014,10,7
645,701667,749,2.0,2014-10-08,5779,684,1,1.0,0,0.0,2014,10,8
646,702602,749,3.0,2014-10-09,5785,680,1,1.0,0,0.0,2014,10,9
647,703537,749,4.0,2014-10-10,6736,818,1,1.0,0,0.0,2014,10,10
648,704472,749,5.0,2014-10-11,2629,356,1,1.0,0,0.0,2014,10,11
649,705407,749,6.0,2014-10-12,0,0,0,0.0,0,0.0,2014,10,12
650,706342,749,7.0,2014-10-13,4700,645,1,0.0,0,0.0,2014,10,13
651,707277,749,1.0,2014-10-14,4524,651,1,0.0,0,0.0,2014,10,14
652,708212,749,2.0,2014-10-15,3798,582,1,0.0,0,0.0,2014,10,15
653,709147,749,3.0,2014-10-16,3586,539,1,0.0,0,0.0,2014,10,16
654,710082,749,4.0,2014-10-17,3893,578,1,0.0,0,0.0,2014,10,17
655,711017,749,5.0,2014-10-18,1748,238,1,0.0,0,0.0,2014,10,18
656,711952,749,6.0,2014-10-19,0,0,0,0.0,0,0.0,2014,10,19
657,712887,749,7.0,2014-10-20,5640,652,1,0.0,0,0.0,2014,10,20
658,713822,749,1.0,2014-10-21,4262,525,1,1.0,0,1.0,2014,10,21
659,714757,749,2.0,2014-10-22,3793,508,1,1.0,0,1.0,2014,10,22
660,715692,749,3.0,2014-10-23,4085,500,1,1.0,0,1.0,2014,10,23
661,716627,749,4.0,2014-10-24,4553,592,1,1.0,0,1.0,2014,10,24
662,717562,749,5.0,2014-10-25,1883,240,1,1.0,0,1.0,2014,10,25
