,Unnamed: 0,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Year,Month,Day
331,370014,165,5.0,2013-11-28,3906,399,1,0.0,0,0.0,2013,11,28
332,371129,165,6.0,2013-11-29,4267,458,1,0.0,0,0.0,2013,11,29
333,372244,165,7.0,2013-11-30,3344,340,1,0.0,0,0.0,2013,11,30
334,373359,165,1.0,2013-12-01,0,0,0,1.0,0,0.0,2013,12,1
335,374474,165,2.0,2013-12-02,6204,563,1,1.0,0,0.0,2013,12,2
336,375589,165,3.0,2013-12-03,5411,512,1,1.0,0,0.0,2013,12,3
337,376704,165,4.0,2013-12-04,5176,526,1,1.0,0,0.0,2013,12,4
338,377819,165,5.0,2013-12-05,5742,529,1,1.0,0,0.0,2013,12,5
339,378934,165,6.0,2013-12-06,4601,459,1,0.0,0,0.0,2013,12,6
340,380049,165,7.0,2013-12-07,3431,335,1,0.0,0,0.0,2013,12,7
341,381164,165,1.0,2013-12-08,0,0,0,0.0,0,0.0,2013,12,8
342,382279,165,2.0,2013-12-09,4511,475,1,0.0,0,0.0,2013,12,9
343,383394,165,3.0,2013-12-10,3787,426,1,0.0,0,0.0,2013,12,10
344,384509,165,4.0,2013-12-11,3903,440,1,0.0,0,0.0,2013,12,11
345,385624,165,5.0,2013-12-12,3880,424,1,0.0,0,0.0,2013,12,12
346,386739,165,6.0,2013-12-13,4160,421,1,0.0,0,0.0,2013,12,13
347,387854,165,7.0,2013-12-14,3725,367,1,0.0,0,0.0,2013,12,14
348,388969,165,1.0,2013-12-15,0,0,0,1.0,0,0.0,2013,12,15
349,390084,165,2.0,2013-12-16,7341,653,1,1.0,0,0.0,2013,12,16
350,391199,165,3.0,2013-12-17,6435,546,1,1.0,0,0.0,2013,12,17
351,392314,165,4.0,2013-12-18,5873,610,1,1.0,0,0.0,2013,12,18
352,393429,165,5.0,2013-12-19,5599,567,1,1.0,0,0.0,2013,12,19
353,394544,165,6.0,2013-12-20,6889,646,1,0.0,0,0.0,2013,12,20
354,395659,165,7.0,2013-12-21,4311,458,1,0.0,0,0.0,2013,12,21
355,396774,165,1.0,2013-12-22,0,0,0,0.0,0,1.0,2013,12,22
356,397889,165,2.0,2013-12-23,6773,765,1,0.0,0,1.0,2013,12,23
357,399004,165,3.0,2013-12-24,3277,390,1,0.0,0,1.0,2013,12,24
358,400119,165,4.0,2013-12-25,0,0,0,0.0,c,1.0,2013,12,25
359,401234,165,5.0,2013-12-26,0,0,0,0.0,c,1.0,2013,12,26
360,402349,165,6.0,2013-12-27,4429,475,1,0.0,0,0.0,2013,12,27
361,403464,165,7.0,2013-12-28,3495,356,1,0.0,0,0.0,2013,12,28
362,404579,165,1.0,2013-12-29,0,0,0,0.0,0,1.0,2013,12,29
363,405694,165,2.0,2013-12-30,5099,580,1,0.0,0,1.0,2013,12,30
364,406809,165,3.0,2013-12-31,2873,318,1,0.0,0,1.0,2013,12,31
365,407924,165,4.0,2014-01-01,0,0,0,0.0,a,1.0,2014,1,1
366,409039,165,5.0,2014-01-02,3340,382,1,0.0,0,1.0,2014,1,2
367,410154,165,6.0,2014-01-03,3708,432,1,0.0,0,0.0,2014,1,3
368,411269,165,7.0,2014-01-04,2897,298,1,0.0,0,0.0,2014,1,4
369,412384,165,1.0,2014-01-05,0,0,0,1.0,0,0.0,2014,1,5
370,413499,165,2.0,2014-01-06,0,0,0,1.0,a,0.0,2014,1,6
371,414614,165,3.0,2014-01-07,6260,580,1,1.0,0,0.0,2014,1,7
372,415729,165,4.0,2014-01-08,5528,555,1,1.0,0,0.0,2014,1,8
373,416844,165,5.0,2014-01-09,4795,477,1,1.0,0,0.0,2014,1,9
374,417959,165,6.0,2014-01-10,4462,496,1,0.0,0,0.0,2014,1,10
375,419074,165,7.0,2014-01-11,2773,326,1,0.0,0,0.0,2014,1,11
376,420189,165,1.0,2014-01-12,0,0,0,0.0,0,0.0,2014,1,12
377,421304,165,2.0,2014-01-13,3906,455,1,0.0,0,0.0,2014,1,13
378,422419,165,3.0,2014-01-14,3075,340,1,0.0,0,0.0,2014,1,14
379,423534,165,4.0,2014-01-15,3611,452,1,0.0,0,0.0,2014,1,15
380,424649,165,5.0,2014-01-16,3262,398,1,0.0,0,0.0,2014,1,16
381,425764,165,6.0,2014-01-17,3549,416,1,0.0,0,0.0,2014,1,17
382,426879,165,7.0,2014-01-18,2692,308,1,0.0,0,0.0,2014,1,18
383,427994,165,1.0,2014-01-19,0,0,0,1.0,0,0.0,2014,1,19
384,429109,165,2.0,2014-01-20,5169,489,1,1.0,0,0.0,2014,1,20
385,430224,165,3.0,2014-01-21,4268,429,1,1.0,0,0.0,2014,1,21
386,431339,165,4.0,2014-01-22,4519,503,1,1.0,0,0.0,2014,1,22
387,432454,165,5.0,2014-01-23,4111,433,1,1.0,0,0.0,2014,1,23
388,433569,165,6.0,2014-01-24,4056,422,1,0.0,0,0.0,2014,1,24
389,434684,165,7.0,2014-01-25,2925,322,1,0.0,0,0.0,2014,1,25
390,435799,165,1.0,2014-01-26,0,0,0,0.0,0,0.0,2014,1,26
391,436914,165,2.0,2014-01-27,3052,401,1,0.0,0,0.0,2014,1,27
392,438029,165,3.0,2014-01-28,3561,408,1,0.0,0,0.0,2014,1,28
393,439144,165,4.0,2014-01-29,3601,409,1,0.0,0,0.0,2014,1,29
394,440259,165,5.0,2014-01-30,3364,362,1,0.0,0,0.0,2014,1,30
395,441374,165,6.0,2014-01-31,3820,436,1,0.0,0,0.0,2014,1,31
396,442489,165,7.0,2014-02-01,3054,330,1,0.0,0,0.0,2014,2,1
397,443604,165,1.0,2014-02-02,0,0,0,1.0,0,0.0,2014,2,2
398,444719,165,2.0,2014-02-03,5791,528,1,1.0,0,0.0,2014,2,3
399,445834,165,3.0,2014-02-04,5019,490,1,1.0,0,0.0,2014,2,4
400,446949,165,4.0,2014-02-05,4759,511,1,1.0,0,0.0,2014,2,5
401,448064,165,5.0,2014-02-06,4350,445,1,1.0,0,0.0,2014,2,6
402,449179,165,6.0,2014-02-07,4197,417,1,0.0,0,0.0,2014,2,7
403,450294,165,7.0,2014-02-08,3146,362,1,0.0,0,0.0,2014,2,8
404,451409,165,1.0,2014-02-09,0,0,0,0.0,0,0.0,2014,2,9
405,452524,165,2.0,2014-02-10,3513,422,1,0.0,0,0.0,2014,2,10
406,453639,165,3.0,2014-02-11,3536,419,1,0.0,0,0.0,2014,2,11
407,454754,165,4.0,2014-02-12,3645,405,1,0.0,0,0.0,2014,2,12
408,455869,165,5.0,2014-02-13,3460,376,1,0.0,0,0.0,2014,2,13
409,456984,165,6.0,2014-02-14,3854,451,1,0.0,0,0.0,2014,2,14
410,458099,165,7.0,2014-02-15,2946,297,1,0.0,0,0.0,2014,2,15
411,459214,165,1.0,2014-02-16,0,0,0,1.0,0,0.0,2014,2,16
412,460329,165,2.0,2014-02-17,5131,529,1,1.0,0,0.0,2014,2,17
413,461444,165,3.0,2014-02-18,4943,484,1,1.0,0,0.0,2014,2,18
414,462559,165,4.0,2014-02-19,4280,410,1,1.0,0,0.0,2014,2,19
415,463674,165,5.0,2014-02-20,4217,458,1,1.0,0,0.0,2014,2,20
416,464789,165,6.0,2014-02-21,3760,422,1,0.0,0,0.0,2014,2,21
417,465904,165,7.0,2014-02-22,3121,324,1,0.0,0,0.0,2014,2,22
418,467019,165,1.0,2014-02-23,0,0,0,0.0,0,0.0,2014,2,23
419,468134,165,2.0,2014-02-24,3318,426,1,0.0,0,0.0,2014,2,24
420,469249,165,3.0,2014-02-25,3384,390,1,0.0,0,0.0,2014,2,25
421,470364,165,4.0,2014-02-26,3987,421,1,0.0,0,0.0,2014,2,26
422,471479,165,5.0,2014-02-27,3540,394,1,0.0,0,0.0,2014,2,27
423,472594,165,6.0,2014-02-28,4334,461,1,0.0,0,0.0,2014,2,28
424,473709,165,7.0,2014-03-01,3105,313,1,0.0,0,0.0,2014,3,1
425,474824,165,1.0,2014-03-02,0,0,0,1.0,0,1.0,2014,3,2
426,475939,165,2.0,2014-03-03,5923,568,1,1.0,0,1.0,2014,3,3
427,477054,165,3.0,2014-03-04,4384,418,1,1.0,0,1.0,2014,3,4
428,478169,165,4.0,2014-03-05,4916,493,1,1.0,0,1.0,2014,3,5
429,479284,165,5.0,2014-03-06,4389,444,1,1.0,0,1.0,2014,3,6
430,480399,165,6.0,2014-03-07,4642,495,1,0.0,0,0.0,2014,3,7
431,481514,165,7.0,2014-03-08,2667,313,1,0.0,0,0.0,2014,3,8
432,482629,165,1.0,2014-03-09,0,0,0,0.0,0,0.0,2014,3,9
433,483744,165,2.0,2014-03-10,4206,436,1,0.0,0,0.0,2014,3,10
434,484859,165,3.0,2014-03-11,3743,405,1,0.0,0,0.0,2014,3,11
435,485974,165,4.0,2014-03-12,3398,387,1,0.0,0,0.0,2014,3,12
436,487089,165,5.0,2014-03-13,2723,345,1,0.0,0,0.0,2014,3,13
437,488204,165,6.0,2014-03-14,3461,403,1,0.0,0,0.0,2014,3,14
438,489319,165,7.0,2014-03-15,2585,298,1,0.0,0,0.0,2014,3,15
439,490434,165,1.0,2014-03-16,0,0,0,1.0,0,0.0,2014,3,16
440,491549,165,2.0,2014-03-17,5322,539,1,1.0,0,0.0,2014,3,17
441,492664,165,3.0,2014-03-18,4686,487,1,1.0,0,0.0,2014,3,18
442,493779,165,4.0,2014-03-19,3883,442,1,1.0,0,0.0,2014,3,19
443,494894,165,5.0,2014-03-20,3984,406,1,1.0,0,0.0,2014,3,20
444,496009,165,6.0,2014-03-21,4265,444,1,0.0,0,0.0,2014,3,21
445,497124,165,7.0,2014-03-22,2744,319,1,0.0,0,0.0,2014,3,22
446,498239,165,1.0,2014-03-23,0,0,0,0.0,0,0.0,2014,3,23
447,499354,165,2.0,2014-03-24,3470,399,1,0.0,0,0.0,2014,3,24
448,500469,165,3.0,2014-03-25,3367,383,1,0.0,0,0.0,2014,3,25
449,501584,165,4.0,2014-03-26,3489,399,1,0.0,0,0.0,2014,3,26
450,502699,165,5.0,2014-03-27,2956,352,1,0.0,0,0.0,2014,3,27
451,503814,165,6.0,2014-03-28,3366,362,1,0.0,0,0.0,2014,3,28
452,504929,165,7.0,2014-03-29,2757,305,1,0.0,0,0.0,2014,3,29
453,506044,165,1.0,2014-03-30,0,0,0,1.0,0,0.0,2014,3,30
454,507159,165,2.0,2014-03-31,7318,587,1,1.0,0,0.0,2014,3,31
455,508274,165,3.0,2014-04-01,3991,429,1,1.0,0,0.0,2014,4,1
456,509389,165,4.0,2014-04-02,4225,459,1,1.0,0,0.0,2014,4,2
457,510504,165,5.0,2014-04-03,4293,414,1,1.0,0,0.0,2014,4,3
458,511619,165,6.0,2014-04-04,4484,475,1,0.0,0,0.0,2014,4,4
459,512734,165,7.0,2014-04-05,3182,330,1,0.0,0,0.0,2014,4,5
460,513849,165,1.0,2014-04-06,0,0,0,0.0,0,0.0,2014,4,6
461,514964,165,2.0,2014-04-07,3205,405,1,0.0,0,0.0,2014,4,7
462,516079,165,3.0,2014-04-08,3146,357,1,0.0,0,0.0,2014,4,8
463,517194,165,4.0,2014-04-09,3797,407,1,0.0,0,0.0,2014,4,9
464,518309,165,5.0,2014-04-10,3386,386,1,0.0,0,0.0,2014,4,10
465,519424,165,6.0,2014-04-11,4206,466,1,0.0,0,0.0,2014,4,11
466,520539,165,7.0,2014-04-12,3633,364,1,0.0,0,0.0,2014,4,12
467,521654,165,1.0,2014-04-13,0,0,0,1.0,0,1.0,2014,4,13
468,522769,165,2.0,2014-04-14,6029,559,1,1.0,0,1.0,2014,4,14
469,523884,165,3.0,2014-04-15,4397,491,1,1.0,0,1.0,2014,4,15
470,524999,165,4.0,2014-04-16,5507,575,1,1.0,0,1.0,2014,4,16
471,526114,165,5.0,2014-04-17,5170,545,1,1.0,0,1.0,2014,4,17
472,527229,165,6.0,2014-04-18,0,0,0,0.0,b,0.0,2014,4,18
473,528344,165,7.0,2014-04-19,3472,375,1,0.0,0,0.0,2014,4,19
474,529459,165,1.0,2014-04-20,0,0,0,0.0,0,1.0,2014,4,20
475,530574,165,2.0,2014-04-21,0,0,0,0.0,b,1.0,2014,4,21
476,531689,165,3.0,2014-04-22,3709,443,1,0.0,0,1.0,2014,4,22
477,532804,165,4.0,2014-04-23,3325,418,1,0.0,0,1.0,2014,4,23
478,533919,165,5.0,2014-04-24,3005,362,1,0.0,0,1.0,2014,4,24
479,535034,165,6.0,2014-04-25,3160,398,1,0.0,0,0.0,2014,4,25
480,536149,165,7.0,2014-04-26,3019,299,1,0.0,0,0.0,2014,4,26
481,537264,165,1.0,2014-04-27,0,0,0,1.0,0,0.0,2014,4,27
482,538379,165,2.0,2014-04-28,5207,523,1,1.0,0,0.0,2014,4,28
483,539494,165,3.0,2014-04-29,5095,487,1,1.0,0,0.0,2014,4,29
484,540609,165,4.0,2014-04-30,5843,587,1,1.0,0,0.0,2014,4,30
485,541724,165,5.0,2014-05-01,0,0,0,1.0,a,0.0,2014,5,1
486,542839,165,6.0,2014-05-02,5846,580,1,0.0,0,0.0,2014,5,2
487,543954,165,7.0,2014-05-03,2700,290,1,0.0,0,0.0,2014,5,3
488,545069,165,1.0,2014-05-04,0,0,0,1.0,0,0.0,2014,5,4
489,546184,165,2.0,2014-05-05,5682,551,1,1.0,0,0.0,2014,5,5
490,547299,165,3.0,2014-05-06,4906,510,1,1.0,0,0.0,2014,5,6
491,548414,165,4.0,2014-05-07,3732,405,1,1.0,0,0.0,2014,5,7
492,549529,165,5.0,2014-05-08,3924,434,1,1.0,0,0.0,2014,5,8
493,550644,165,6.0,2014-05-09,4689,480,1,0.0,0,0.0,2014,5,9
494,551759,165,7.0,2014-05-10,2650,323,1,0.0,0,0.0,2014,5,10
495,552874,165,1.0,2014-05-11,0,0,0,0.0,0,0.0,2014,5,11
496,553989,165,2.0,2014-05-12,4254,456,1,0.0,0,0.0,2014,5,12
497,555104,165,3.0,2014-05-13,3128,376,1,0.0,0,0.0,2014,5,13
498,556219,165,4.0,2014-05-14,3649,434,1,0.0,0,0.0,2014,5,14
499,557334,165,5.0,2014-05-15,3457,410,1,0.0,0,0.0,2014,5,15
500,558449,165,6.0,2014-05-16,3239,412,1,0.0,0,0.0,2014,5,16
501,559564,165,7.0,2014-05-17,3016,309,1,0.0,0,0.0,2014,5,17
502,560679,165,1.0,2014-05-18,0,0,0,1.0,0,0.0,2014,5,18
503,561794,165,2.0,2014-05-19,5191,518,1,1.0,0,0.0,2014,5,19
504,562909,165,3.0,2014-05-20,4754,503,1,1.0,0,0.0,2014,5,20
505,564024,165,4.0,2014-05-21,4410,461,1,1.0,0,0.0,2014,5,21
506,565139,165,5.0,2014-05-22,4327,442,1,1.0,0,0.0,2014,5,22
507,566254,165,6.0,2014-05-23,4303,421,1,0.0,0,0.0,2014,5,23
508,567369,165,7.0,2014-05-24,2971,323,1,0.0,0,0.0,2014,5,24
509,568484,165,1.0,2014-05-25,0,0,0,0.0,0,0.0,2014,5,25
510,569599,165,2.0,2014-05-26,3143,378,1,0.0,0,0.0,2014,5,26
511,570714,165,3.0,2014-05-27,3419,353,1,0.0,0,0.0,2014,5,27
512,571829,165,4.0,2014-05-28,4584,519,1,0.0,0,0.0,2014,5,28
513,572944,165,5.0,2014-05-29,0,0,0,0.0,a,0.0,2014,5,29
514,574059,165,6.0,2014-05-30,5124,535,1,0.0,0,0.0,2014,5,30
515,575174,165,7.0,2014-05-31,3228,326,1,0.0,0,0.0,2014,5,31
516,576289,165,1.0,2014-06-01,0,0,0,1.0,0,0.0,2014,6,1
517,577404,165,2.0,2014-06-02,5887,546,1,1.0,0,0.0,2014,6,2
518,578519,165,3.0,2014-06-03,5352,500,1,1.0,0,0.0,2014,6,3
519,579634,165,4.0,2014-06-04,4225,457,1,1.0,0,0.0,2014,6,4
520,580749,165,5.0,2014-06-05,5630,516,1,1.0,0,0.0,2014,6,5
521,581864,165,6.0,2014-06-06,5434,543,1,0.0,0,0.0,2014,6,6
522,582979,165,7.0,2014-06-07,3336,342,1,0.0,0,0.0,2014,6,7
523,584094,165,1.0,2014-06-08,0,0,0,0.0,0,0.0,2014,6,8
524,585209,165,2.0,2014-06-09,0,0,0,0.0,a,1.0,2014,6,9
525,586324,165,3.0,2014-06-10,4321,445,1,0.0,0,1.0,2014,6,10
526,587439,165,4.0,2014-06-11,3634,407,1,0.0,0,1.0,2014,6,11
527,588554,165,5.0,2014-06-12,3072,359,1,0.0,0,1.0,2014,6,12
528,589669,165,6.0,2014-06-13,3755,414,1,0.0,0,0.0,2014,6,13
529,590784,165,7.0,2014-06-14,2716,280,1,0.0,0,0.0,2014,6,14
530,591899,165,1.0,2014-06-15,0,0,0,1.0,0,1.0,2014,6,15
531,593014,165,2.0,2014-06-16,5246,496,1,1.0,0,1.0,2014,6,16
532,594129,165,3.0,2014-06-17,4483,452,1,1.0,0,1.0,2014,6,17
533,595244,165,4.0,2014-06-18,4709,511,1,1.0,0,1.0,2014,6,18
534,596359,165,5.0,2014-06-19,0,0,0,1.0,a,1.0,2014,6,19
535,597474,165,6.0,2014-06-20,5092,507,1,0.0,0,0.0,2014,6,20
536,598589,165,7.0,2014-06-21,2670,300,1,0.0,0,0.0,2014,6,21
537,599704,165,1.0,2014-06-22,0,0,0,0.0,0,0.0,2014,6,22
538,600819,165,2.0,2014-06-23,3871,450,1,0.0,0,0.0,2014,6,23
539,601934,165,3.0,2014-06-24,3610,410,1,0.0,0,0.0,2014,6,24
540,603049,165,4.0,2014-06-25,3636,420,1,0.0,0,0.0,2014,6,25
541,604164,165,5.0,2014-06-26,3538,403,1,0.0,0,0.0,2014,6,26
542,605279,165,6.0,2014-06-27,3687,413,1,0.0,0,0.0,2014,6,27
543,606394,165,7.0,2014-06-28,3260,343,1,0.0,0,0.0,2014,6,28
544,607509,165,1.0,2014-06-29,0,0,0,1.0,0,0.0,2014,6,29
545,608624,165,4.0,2014-06-30,7125,632,1,0.0,0,1.0,2014,6,30
546,781779,165,5.0,2015-01-01,0,0,0,0.0,a,1.0,2015,1,1
547,782894,165,6.0,2015-01-02,3183,367,1,0.0,0,0.0,2015,1,2
548,784009,165,7.0,2015-01-03,2474,298,1,0.0,0,0.0,2015,1,3
549,785124,165,1.0,2015-01-04,0,0,0,1.0,0,1.0,2015,1,4
550,786239,165,2.0,2015-01-05,5194,558,1,1.0,0,0.0,2015,1,5
551,787354,165,3.0,2015-01-06,0,0,0,1.0,a,0.0,2015,1,6
552,788469,165,4.0,2015-01-07,5555,551,1,1.0,0,0.0,2015,1,7
553,789584,165,5.0,2015-01-08,4469,441,1,1.0,0,0.0,2015,1,8
554,790699,165,6.0,2015-01-09,4108,408,1,0.0,0,0.0,2015,1,9
555,791814,165,7.0,2015-01-10,2880,315,1,0.0,0,0.0,2015,1,10
556,792929,165,1.0,2015-01-11,0,0,0,1.0,0,0.0,2015,1,11
557,794044,165,2.0,2015-01-12,5400,522,1,1.0,0,0.0,2015,1,12
558,795159,165,3.0,2015-01-13,5066,486,1,1.0,0,0.0,2015,1,13
559,796274,165,4.0,2015-01-14,4145,437,1,1.0,0,0.0,2015,1,14
560,797389,165,5.0,2015-01-15,3940,403,1,1.0,0,0.0,2015,1,15
561,798504,165,6.0,2015-01-16,4766,491,1,0.0,0,0.0,2015,1,16
562,799619,165,7.0,2015-01-17,2426,273,1,0.0,0,0.0,2015,1,17
563,800734,165,1.0,2015-01-18,0,0,0,0.0,0,0.0,2015,1,18
564,801849,165,2.0,2015-01-19,3682,426,1,0.0,0,0.0,2015,1,19
565,802964,165,3.0,2015-01-20,3603,405,1,0.0,0,0.0,2015,1,20
566,804079,165,4.0,2015-01-21,3519,367,1,0.0,0,0.0,2015,1,21
567,805194,165,5.0,2015-01-22,3263,386,1,0.0,0,0.0,2015,1,22
568,806309,165,6.0,2015-01-23,3415,378,1,0.0,0,0.0,2015,1,23
569,807424,165,7.0,2015-01-24,2625,289,1,0.0,0,0.0,2015,1,24
570,808539,165,1.0,2015-01-25,0,0,0,1.0,0,0.0,2015,1,25
571,809654,165,2.0,2015-01-26,4832,503,1,1.0,0,0.0,2015,1,26
572,810769,165,3.0,2015-01-27,3620,362,1,1.0,0,0.0,2015,1,27
573,811884,165,4.0,2015-01-28,4265,430,1,1.0,0,0.0,2015,1,28
574,812999,165,5.0,2015-01-29,3556,399,1,1.0,0,0.0,2015,1,29
575,814114,165,6.0,2015-01-30,3743,389,1,0.0,0,0.0,2015,1,30
576,815229,165,7.0,2015-01-31,2717,315,1,0.0,0,0.0,2015,1,31
577,816344,165,1.0,2015-02-01,0,0,0,1.0,0,0.0,2015,2,1
578,817459,165,2.0,2015-02-02,3703,398,1,1.0,0,0.0,2015,2,2
579,818574,165,3.0,2015-02-03,4801,493,1,1.0,0,0.0,2015,2,3
580,819689,165,4.0,2015-02-04,5219,482,1,1.0,0,0.0,2015,2,4
581,820804,165,5.0,2015-02-05,3791,399,1,1.0,0,0.0,2015,2,5
582,821919,165,6.0,2015-02-06,3921,437,1,0.0,0,0.0,2015,2,6
583,823034,165,7.0,2015-02-07,3135,314,1,0.0,0,0.0,2015,2,7
584,824149,165,1.0,2015-02-08,0,0,0,0.0,0,0.0,2015,2,8
585,825264,165,2.0,2015-02-09,3556,400,1,0.0,0,0.0,2015,2,9
586,826379,165,3.0,2015-02-10,3634,408,1,0.0,0,0.0,2015,2,10
587,827494,165,4.0,2015-02-11,3263,382,1,0.0,0,0.0,2015,2,11
588,828609,165,5.0,2015-02-12,3384,397,1,0.0,0,0.0,2015,2,12
589,829724,165,6.0,2015-02-13,4130,445,1,0.0,0,0.0,2015,2,13
590,830839,165,7.0,2015-02-14,2669,297,1,0.0,0,0.0,2015,2,14
591,831954,165,1.0,2015-02-15,0,0,0,1.0,0,1.0,2015,2,15
592,833069,165,2.0,2015-02-16,5110,500,1,1.0,0,1.0,2015,2,16
593,834184,165,3.0,2015-02-17,3986,373,1,1.0,0,1.0,2015,2,17
594,835299,165,4.0,2015-02-18,3903,411,1,1.0,0,1.0,2015,2,18
595,836414,165,5.0,2015-02-19,3841,410,1,1.0,0,1.0,2015,2,19
596,837529,165,6.0,2015-02-20,4275,437,1,0.0,0,0.0,2015,2,20
597,838644,165,7.0,2015-02-21,2762,308,1,0.0,0,0.0,2015,2,21
598,839759,165,1.0,2015-02-22,0,0,0,0.0,0,0.0,2015,2,22
599,840874,165,2.0,2015-02-23,3201,404,1,0.0,0,0.0,2015,2,23
600,841989,165,3.0,2015-02-24,3425,384,1,0.0,0,0.0,2015,2,24
601,843104,165,4.0,2015-02-25,3528,403,1,0.0,0,0.0,2015,2,25
602,844219,165,5.0,2015-02-26,2922,351,1,0.0,0,0.0,2015,2,26
603,845334,165,6.0,2015-02-27,3461,389,1,0.0,0,0.0,2015,2,27
604,846449,165,7.0,2015-02-28,2483,295,1,0.0,0,0.0,2015,2,28
605,847564,165,1.0,2015-03-01,0,0,0,1.0,0,0.0,2015,3,1
606,848679,165,2.0,2015-03-02,4419,448,1,1.0,0,0.0,2015,3,2
607,849794,165,3.0,2015-03-03,5140,489,1,1.0,0,0.0,2015,3,3
608,850909,165,4.0,2015-03-04,4488,465,1,1.0,0,0.0,2015,3,4
609,852024,165,5.0,2015-03-05,4112,379,1,1.0,0,0.0,2015,3,5
610,853139,165,6.0,2015-03-06,5013,517,1,0.0,0,0.0,2015,3,6
611,854254,165,7.0,2015-03-07,3323,313,1,0.0,0,0.0,2015,3,7
612,855369,165,1.0,2015-03-08,0,0,0,0.0,0,0.0,2015,3,8
613,856484,165,2.0,2015-03-09,3672,405,1,0.0,0,0.0,2015,3,9
614,857599,165,3.0,2015-03-10,3197,373,1,0.0,0,0.0,2015,3,10
615,858714,165,4.0,2015-03-11,3435,373,1,0.0,0,0.0,2015,3,11
616,859829,165,5.0,2015-03-12,3225,381,1,0.0,0,0.0,2015,3,12
617,860944,165,6.0,2015-03-13,3276,349,1,0.0,0,0.0,2015,3,13
618,862059,165,7.0,2015-03-14,2587,292,1,0.0,0,0.0,2015,3,14
619,863174,165,1.0,2015-03-15,0,0,0,1.0,0,0.0,2015,3,15
620,864289,165,2.0,2015-03-16,5193,526,1,1.0,0,0.0,2015,3,16
621,865404,165,3.0,2015-03-17,4813,491,1,1.0,0,0.0,2015,3,17
622,866519,165,4.0,2015-03-18,4143,455,1,1.0,0,0.0,2015,3,18
623,867634,165,5.0,2015-03-19,4427,444,1,1.0,0,0.0,2015,3,19
624,868749,165,6.0,2015-03-20,4105,423,1,0.0,0,0.0,2015,3,20
625,869864,165,7.0,2015-03-21,2881,304,1,0.0,0,0.0,2015,3,21
626,870979,165,1.0,2015-03-22,0,0,0,0.0,0,0.0,2015,3,22
627,872094,165,2.0,2015-03-23,3871,453,1,0.0,0,0.0,2015,3,23
628,873209,165,3.0,2015-03-24,3547,403,1,0.0,0,0.0,2015,3,24
629,874324,165,4.0,2015-03-25,3699,439,1,0.0,0,0.0,2015,3,25
630,875439,165,5.0,2015-03-26,3742,399,1,0.0,0,0.0,2015,3,26
631,876554,165,6.0,2015-03-27,3529,383,1,0.0,0,0.0,2015,3,27
632,877669,165,7.0,2015-03-28,3148,322,1,0.0,0,0.0,2015,3,28
633,878784,165,1.0,2015-03-29,0,0,0,1.0,0,1.0,2015,3,29
634,879899,165,2.0,2015-03-30,6371,521,1,1.0,0,1.0,2015,3,30
635,881014,165,3.0,2015-03-31,5180,407,1,1.0,0,1.0,2015,3,31
636,882129,165,4.0,2015-04-01,4466,450,1,1.0,0,1.0,2015,4,1
637,883244,165,5.0,2015-04-02,4750,453,1,1.0,0,1.0,2015,4,2
638,884359,165,6.0,2015-04-03,0,0,0,0.0,b,0.0,2015,4,3
639,885474,165,7.0,2015-04-04,3110,335,1,0.0,0,0.0,2015,4,4
640,886589,165,1.0,2015-04-05,0,0,0,0.0,0,1.0,2015,4,5
641,887704,165,2.0,2015-04-06,0,0,0,0.0,b,1.0,2015,4,6
642,888819,165,3.0,2015-04-07,4043,443,1,0.0,0,1.0,2015,4,7
643,889934,165,4.0,2015-04-08,3573,405,1,0.0,0,1.0,2015,4,8
644,891049,165,5.0,2015-04-09,3625,384,1,0.0,0,1.0,2015,4,9
645,892164,165,6.0,2015-04-10,3407,354,1,0.0,0,0.0,2015,4,10
646,893279,165,7.0,2015-04-11,2710,282,1,0.0,0,0.0,2015,4,11
647,894394,165,1.0,2015-04-12,0,0,0,1.0,0,0.0,2015,4,12
648,895509,165,2.0,2015-04-13,5141,493,1,1.0,0,0.0,2015,4,13
649,896624,165,3.0,2015-04-14,4519,461,1,1.0,0,0.0,2015,4,14
650,897739,165,4.0,2015-04-15,4329,448,1,1.0,0,0.0,2015,4,15
651,898854,165,5.0,2015-04-16,4069,405,1,1.0,0,0.0,2015,4,16
652,899969,165,6.0,2015-04-17,4164,421,1,0.0,0,0.0,2015,4,17
653,901084,165,7.0,2015-04-18,2824,303,1,0.0,0,0.0,2015,4,18
654,902199,165,1.0,2015-04-19,0,0,0,0.0,0,0.0,2015,4,19
655,903314,165,2.0,2015-04-20,3861,419,1,0.0,0,0.0,2015,4,20
656,904429,165,3.0,2015-04-21,3579,395,1,0.0,0,0.0,2015,4,21
657,905544,165,4.0,2015-04-22,3233,374,1,0.0,0,0.0,2015,4,22
658,906659,165,5.0,2015-04-23,3307,374,1,0.0,0,0.0,2015,4,23
659,907774,165,6.0,2015-04-24,3518,387,1,0.0,0,0.0,2015,4,24
660,908889,165,7.0,2015-04-25,2993,307,1,0.0,0,0.0,2015,4,25
661,910004,165,1.0,2015-04-26,0,0,0,1.0,0,0.0,2015,4,26
662,911119,165,2.0,2015-04-27,5495,503,1,1.0,0,0.0,2015,4,27
663,912234,165,3.0,2015-04-28,3943,383,1,1.0,0,0.0,2015,4,28
