,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Year,Month,Day,Lagged_Open
432617,2,4,2014-01-23,5010,531,1,1,0,0,2014,1,23,0
433732,2,5,2014-01-24,4701,531,1,1,0,0,2014,1,24,0
434847,2,6,2014-01-25,2274,290,1,0,0,0,2014,1,25,0
435962,2,7,2014-01-26,0,0,0,0,0,0,2014,1,26,0
437077,2,1,2014-01-27,3708,507,1,0,0,0,2014,1,27,1
438192,2,2,2014-01-28,3677,497,1,0,0,0,2014,1,28,0
439307,2,3,2014-01-29,4292,567,1,0,0,0,2014,1,29,0
440422,2,4,2014-01-30,4214,493,1,0,0,0,2014,1,30,0
441537,2,5,2014-01-31,4608,550,1,0,0,0,2014,1,31,0
442652,2,6,2014-02-01,2929,353,1,0,0,0,2014,2,1,0
443767,2,7,2014-02-02,0,0,0,0,0,0,2014,2,2,0
444882,2,1,2014-02-03,7372,791,1,1,0,0,2014,2,3,1
445997,2,2,2014-02-04,7036,671,1,1,0,0,2014,2,4,0
447112,2,3,2014-02-05,7198,820,1,1,0,0,2014,2,5,0
448227,2,4,2014-02-06,6012,670,1,1,0,0,2014,2,6,0
449342,2,5,2014-02-07,4848,565,1,1,0,0,2014,2,7,0
450457,2,6,2014-02-08,2484,331,1,0,0,0,2014,2,8,0
451572,2,7,2014-02-09,0,0,0,0,0,0,2014,2,9,0
452687,2,1,2014-02-10,4006,532,1,0,0,0,2014,2,10,1
453802,2,2,2014-02-11,4056,532,1,0,0,0,2014,2,11,0
454917,2,3,2014-02-12,4848,654,1,0,0,0,2014,2,12,0
456032,2,4,2014-02-13,4171,498,1,0,0,0,2014,2,13,0
457147,2,5,2014-02-14,4324,527,1,0,0,0,2014,2,14,0
458262,2,6,2014-02-15,2509,300,1,0,0,0,2014,2,15,0
459377,2,7,2014-02-16,0,0,0,0,0,0,2014,2,16,0
460492,2,1,2014-02-17,7584,761,1,1,0,1,2014,2,17,1
461607,2,2,2014-02-18,5979,644,1,1,0,1,2014,2,18,0
462722,2,3,2014-02-19,6419,774,1,1,0,1,2014,2,19,0
463837,2,4,2014-02-20,4961,584,1,1,0,1,2014,2,20,0
464952,2,5,2014-02-21,4790,527,1,1,0,1,2014,2,21,0
466067,2,6,2014-02-22,2563,316,1,0,0,0,2014,2,22,0
467182,2,7,2014-02-23,0,0,0,0,0,0,2014,2,23,0
468297,2,1,2014-02-24,3894,499,1,0,0,0,2014,2,24,1
469412,2,2,2014-02-25,3520,489,1,0,0,0,2014,2,25,0
470527,2,3,2014-02-26,4548,632,1,0,0,0,2014,2,26,0
471642,2,4,2014-02-27,3998,493,1,0,0,0,2014,2,27,0
472757,2,5,2014-02-28,4400,555,1,0,0,0,2014,2,28,0
473872,2,6,2014-03-01,3350,373,1,0,0,0,2014,3,1,0
474987,2,7,2014-03-02,0,0,0,0,0,0,2014,3,2,0
476102,2,1,2014-03-03,7332,760,1,1,0,0,2014,3,3,1
477217,2,2,2014-03-04,6006,630,1,1,0,0,2014,3,4,0
478332,2,3,2014-03-05,6740,802,1,1,0,0,2014,3,5,0
479447,2,4,2014-03-06,5173,611,1,1,0,0,2014,3,6,0
480562,2,5,2014-03-07,5275,593,1,1,0,0,2014,3,7,0
481677,2,6,2014-03-08,2863,353,1,0,0,0,2014,3,8,0
482792,2,7,2014-03-09,0,0,0,0,0,0,2014,3,9,0
483907,2,1,2014-03-10,3799,516,1,0,0,0,2014,3,10,1
485022,2,2,2014-03-11,3575,501,1,0,0,0,2014,3,11,0
486137,2,3,2014-03-12,4581,658,1,0,0,0,2014,3,12,0
487252,2,4,2014-03-13,4172,551,1,0,0,0,2014,3,13,0
488367,2,5,2014-03-14,3321,430,1,0,0,0,2014,3,14,0
489482,2,6,2014-03-15,2678,333,1,0,0,0,2014,3,15,0
490597,2,7,2014-03-16,0,0,0,0,0,0,2014,3,16,0
491712,2,1,2014-03-17,7054,743,1,1,0,0,2014,3,17,1
492827,2,2,2014-03-18,5805,644,1,1,0,0,2014,3,18,0
493942,2,3,2014-03-19,6275,747,1,1,0,0,2014,3,19,0
495057,2,4,2014-03-20,4950,574,1,1,0,0,2014,3,20,0
496172,2,5,2014-03-21,4993,551,1,1,0,0,2014,3,21,0
497287,2,6,2014-03-22,2569,314,1,0,0,0,2014,3,22,0
498402,2,7,2014-03-23,0,0,0,0,0,0,2014,3,23,0
499517,2,1,2014-03-24,3893,523,1,0,0,0,2014,3,24,1
500632,2,2,2014-03-25,4086,503,1,0,0,0,2014,3,25,0
501747,2,3,2014-03-26,5059,682,1,0,0,0,2014,3,26,0
502862,2,4,2014-03-27,4350,523,1,0,0,0,2014,3,27,0
503977,2,5,2014-03-28,4409,489,1,0,0,0,2014,3,28,0
505092,2,6,2014-03-29,2815,328,1,0,0,0,2014,3,29,0
506207,2,7,2014-03-30,0,0,0,0,0,0,2014,3,30,0
507322,2,1,2014-03-31,9908,963,1,1,0,0,2014,3,31,1
508437,2,2,2014-04-01,4862,587,1,1,0,0,2014,4,1,0
509552,2,3,2014-04-02,7013,825,1,1,0,0,2014,4,2,0
510667,2,4,2014-04-03,5078,581,1,1,0,0,2014,4,3,0
511782,2,5,2014-04-04,5016,566,1,1,0,0,2014,4,4,0
512897,2,6,2014-04-05,2655,330,1,0,0,0,2014,4,5,0
514012,2,7,2014-04-06,0,0,0,0,0,0,2014,4,6,0
515127,2,1,2014-04-07,3941,528,1,0,0,0,2014,4,7,1
516242,2,2,2014-04-08,4475,519,1,0,0,0,2014,4,8,0
517357,2,3,2014-04-09,5142,706,1,0,0,0,2014,4,9,0
518472,2,4,2014-04-10,3691,471,1,0,0,0,2014,4,10,0
519587,2,5,2014-04-11,4701,516,1,0,0,0,2014,4,11,0
520702,2,6,2014-04-12,2574,328,1,0,0,0,2014,4,12,0
521817,2,7,2014-04-13,0,0,0,0,0,0,2014,4,13,0
522932,2,1,2014-04-14,7714,758,1,1,0,0,2014,4,14,1
524047,2,2,2014-04-15,7701,747,1,1,0,0,2014,4,15,0
525162,2,3,2014-04-16,7317,876,1,1,0,0,2014,4,16,0
526277,2,4,2014-04-17,6647,737,1,1,0,0,2014,4,17,0
527392,2,5,2014-04-18,0,0,0,1,b,0,2014,4,18,0
528507,2,6,2014-04-19,4146,465,1,0,0,0,2014,4,19,1
529622,2,7,2014-04-20,0,0,0,0,0,0,2014,4,20,0
530737,2,1,2014-04-21,0,0,0,0,b,1,2014,4,21,1
531852,2,2,2014-04-22,4419,573,1,0,0,1,2014,4,22,1
532967,2,3,2014-04-23,4757,655,1,0,0,1,2014,4,23,0
534082,2,4,2014-04-24,3675,515,1,0,0,1,2014,4,24,0
535197,2,5,2014-04-25,3795,489,1,0,0,1,2014,4,25,0
536312,2,6,2014-04-26,2701,335,1,0,0,0,2014,4,26,0
537427,2,7,2014-04-27,0,0,0,0,0,0,2014,4,27,0
538542,2,1,2014-04-28,6520,667,1,1,0,1,2014,4,28,1
539657,2,2,2014-04-29,6667,707,1,1,0,1,2014,4,29,0
540772,2,3,2014-04-30,7646,943,1,1,0,1,2014,4,30,0
541887,2,4,2014-05-01,0,0,0,1,a,1,2014,5,1,0
543002,2,5,2014-05-02,7176,743,1,1,0,1,2014,5,2,1
544117,2,6,2014-05-03,2968,369,1,0,0,0,2014,5,3,0
545232,2,7,2014-05-04,0,0,0,0,0,0,2014,5,4,0
546347,2,1,2014-05-05,7242,751,1,1,0,0,2014,5,5,1
547462,2,2,2014-05-06,5992,628,1,1,0,0,2014,5,6,0
548577,2,3,2014-05-07,6733,780,1,1,0,0,2014,5,7,0
549692,2,4,2014-05-08,5151,626,1,1,0,0,2014,5,8,0
550807,2,5,2014-05-09,5979,743,1,1,0,0,2014,5,9,0
551922,2,6,2014-05-10,2430,316,1,0,0,0,2014,5,10,0
553037,2,7,2014-05-11,0,0,0,0,0,0,2014,5,11,0
554152,2,1,2014-05-12,3860,546,1,0,0,0,2014,5,12,1
555267,2,2,2014-05-13,3974,530,1,0,0,0,2014,5,13,0
556382,2,3,2014-05-14,4700,664,1,0,0,0,2014,5,14,0
557497,2,4,2014-05-15,4108,518,1,0,0,0,2014,5,15,0
558612,2,5,2014-05-16,3779,528,1,0,0,0,2014,5,16,0
559727,2,6,2014-05-17,2532,352,1,0,0,0,2014,5,17,0
560842,2,7,2014-05-18,0,0,0,0,0,0,2014,5,18,0
561957,2,1,2014-05-19,6996,734,1,1,0,0,2014,5,19,1
563072,2,2,2014-05-20,5155,629,1,1,0,0,2014,5,20,0
564187,2,3,2014-05-21,5584,753,1,1,0,0,2014,5,21,0
565302,2,4,2014-05-22,4887,582,1,1,0,0,2014,5,22,0
566417,2,5,2014-05-23,4802,555,1,1,0,0,2014,5,23,0
567532,2,6,2014-05-24,2516,334,1,0,0,0,2014,5,24,0
568647,2,7,2014-05-25,0,0,0,0,0,0,2014,5,25,0
569762,2,1,2014-05-26,4173,547,1,0,0,0,2014,5,26,1
570877,2,2,2014-05-27,4042,513,1,0,0,0,2014,5,27,0
571992,2,3,2014-05-28,5203,652,1,0,0,0,2014,5,28,0
573107,2,4,2014-05-29,0,0,0,0,a,0,2014,5,29,0
574222,2,5,2014-05-30,5694,743,1,0,0,1,2014,5,30,1
575337,2,6,2014-05-31,2953,485,1,0,0,0,2014,5,31,0
576452,2,7,2014-06-01,0,0,0,0,0,0,2014,6,1,0
577567,2,1,2014-06-02,7320,775,1,1,0,0,2014,6,2,1
578682,2,2,2014-06-03,5619,641,1,1,0,0,2014,6,3,0
579797,2,3,2014-06-04,7006,877,1,1,0,0,2014,6,4,0
580912,2,4,2014-06-05,5957,657,1,1,0,0,2014,6,5,0
582027,2,5,2014-06-06,5064,602,1,1,0,0,2014,6,6,0
583142,2,6,2014-06-07,2893,384,1,0,0,0,2014,6,7,0
584257,2,7,2014-06-08,0,0,0,0,0,0,2014,6,8,0
585372,2,1,2014-06-09,0,0,0,0,a,0,2014,6,9,1
586487,2,2,2014-06-10,4403,526,1,0,0,0,2014,6,10,1
587602,2,3,2014-06-11,4976,670,1,0,0,0,2014,6,11,0
588717,2,4,2014-06-12,5187,632,1,0,0,0,2014,6,12,0
589832,2,5,2014-06-13,4568,544,1,0,0,0,2014,6,13,0
590947,2,6,2014-06-14,2897,337,1,0,0,0,2014,6,14,0
592062,2,7,2014-06-15,0,0,0,0,0,0,2014,6,15,0
593177,2,1,2014-06-16,7394,748,1,1,0,0,2014,6,16,1
594292,2,2,2014-06-17,5830,625,1,1,0,0,2014,6,17,0
595407,2,3,2014-06-18,6300,775,1,1,0,0,2014,6,18,0
596522,2,4,2014-06-19,5451,617,1,1,0,0,2014,6,19,0
597637,2,5,2014-06-20,4572,538,1,1,0,0,2014,6,20,0
598752,2,6,2014-06-21,2514,324,1,0,0,0,2014,6,21,0
599867,2,7,2014-06-22,0,0,0,0,0,0,2014,6,22,0
600982,2,1,2014-06-23,4066,559,1,0,0,0,2014,6,23,1
602097,2,2,2014-06-24,3787,496,1,0,0,0,2014,6,24,0
603212,2,3,2014-06-25,4767,613,1,0,0,0,2014,6,25,0
604327,2,4,2014-06-26,4215,542,1,0,0,0,2014,6,26,0
605442,2,5,2014-06-27,4646,552,1,0,0,0,2014,6,27,0
606557,2,6,2014-06-28,2644,340,1,0,0,0,2014,6,28,0
607672,2,7,2014-06-29,0,0,0,0,0,0,2014,6,29,0
608787,2,1,2014-06-30,10682,1021,1,1,0,0,2014,6,30,1
609722,2,2,2014-07-01,5454,646,1,1,0,0,2014,7,1,0
610657,2,3,2014-07-02,6623,821,1,1,0,0,2014,7,2,0
611592,2,4,2014-07-03,5824,888,1,1,0,0,2014,7,3,0
612527,2,5,2014-07-04,5200,1133,1,1,0,0,2014,7,4,0
613462,2,6,2014-07-05,4043,1013,1,0,0,0,2014,7,5,0
614397,2,7,2014-07-06,0,0,0,0,0,0,2014,7,6,0
615332,2,1,2014-07-07,3981,522,1,0,0,0,2014,7,7,1
616267,2,2,2014-07-08,4009,538,1,0,0,0,2014,7,8,0
617202,2,3,2014-07-09,4602,568,1,0,0,0,2014,7,9,0
618137,2,4,2014-07-10,4557,507,1,0,0,0,2014,7,10,0
619072,2,5,2014-07-11,3402,494,1,0,0,0,2014,7,11,0
620007,2,6,2014-07-12,2806,340,1,0,0,0,2014,7,12,0
620942,2,7,2014-07-13,0,0,0,0,0,0,2014,7,13,0
621877,2,1,2014-07-14,7014,714,1,1,0,0,2014,7,14,1
622812,2,2,2014-07-15,6361,692,1,1,0,0,2014,7,15,0
623747,2,3,2014-07-16,7113,869,1,1,0,0,2014,7,16,0
624682,2,4,2014-07-17,5315,600,1,1,0,0,2014,7,17,0
625617,2,5,2014-07-18,4971,550,1,1,0,0,2014,7,18,0
626552,2,6,2014-07-19,3009,339,1,0,0,0,2014,7,19,0
627487,2,7,2014-07-20,0,0,0,0,0,0,2014,7,20,0
628422,2,1,2014-07-21,3802,494,1,0,0,1,2014,7,21,1
629357,2,2,2014-07-22,4509,566,1,0,0,1,2014,7,22,0
630292,2,3,2014-07-23,5152,705,1,0,0,1,2014,7,23,0
631227,2,4,2014-07-24,3886,510,1,0,0,1,2014,7,24,0
632162,2,5,2014-07-25,3956,500,1,0,0,1,2014,7,25,0
633097,2,6,2014-07-26,2243,316,1,0,0,0,2014,7,26,0
634032,2,7,2014-07-27,0,0,0,0,0,0,2014,7,27,0
634967,2,1,2014-07-28,6494,641,1,1,0,1,2014,7,28,1
635902,2,2,2014-07-29,5274,561,1,1,0,1,2014,7,29,0
636837,2,3,2014-07-30,6308,768,1,1,0,1,2014,7,30,0
637772,2,4,2014-07-31,6301,703,1,1,0,1,2014,7,31,0
638707,2,5,2014-08-01,5434,620,1,1,0,1,2014,8,1,0
639642,2,6,2014-08-02,3354,451,1,0,0,0,2014,8,2,0
640577,2,7,2014-08-03,0,0,0,0,0,0,2014,8,3,0
641512,2,1,2014-08-04,6315,668,1,1,0,1,2014,8,4,1
642447,2,2,2014-08-05,5811,621,1,1,0,1,2014,8,5,0
643382,2,3,2014-08-06,6331,767,1,1,0,1,2014,8,6,0
644317,2,4,2014-08-07,4809,563,1,1,0,1,2014,8,7,0
645252,2,5,2014-08-08,4597,498,1,1,0,1,2014,8,8,0
646187,2,6,2014-08-09,2592,344,1,0,0,0,2014,8,9,0
647122,2,7,2014-08-10,0,0,0,0,0,0,2014,8,10,0
648057,2,1,2014-08-11,4158,554,1,0,0,1,2014,8,11,1
648992,2,2,2014-08-12,4319,535,1,0,0,1,2014,8,12,0
649927,2,3,2014-08-13,5010,670,1,0,0,1,2014,8,13,0
650862,2,4,2014-08-14,4606,564,1,0,0,1,2014,8,14,0
651797,2,5,2014-08-15,4218,498,1,0,0,1,2014,8,15,0
652732,2,6,2014-08-16,2847,336,1,0,0,0,2014,8,16,0
653667,2,7,2014-08-17,0,0,0,0,0,0,2014,8,17,0
654602,2,1,2014-08-18,6355,688,1,1,0,1,2014,8,18,1
655537,2,2,2014-08-19,6000,647,1,1,0,1,2014,8,19,0
656472,2,3,2014-08-20,7056,850,1,1,0,1,2014,8,20,0
657407,2,4,2014-08-21,5626,615,1,1,0,1,2014,8,21,0
658342,2,5,2014-08-22,5064,586,1,1,0,1,2014,8,22,0
659277,2,6,2014-08-23,2738,341,1,0,0,0,2014,8,23,0
660212,2,7,2014-08-24,0,0,0,0,0,0,2014,8,24,0
661147,2,1,2014-08-25,3927,538,1,0,0,1,2014,8,25,1
662082,2,2,2014-08-26,3647,462,1,0,0,1,2014,8,26,0
663017,2,3,2014-08-27,5127,699,1,0,0,1,2014,8,27,0
663952,2,4,2014-08-28,3717,524,1,0,0,1,2014,8,28,0
664887,2,5,2014-08-29,4318,537,1,0,0,1,2014,8,29,0
665822,2,6,2014-08-30,2976,376,1,0,0,0,2014,8,30,0
666757,2,7,2014-08-31,0,0,0,0,0,0,2014,8,31,0
667692,2,1,2014-09-01,8173,805,1,1,0,0,2014,9,1,1
668627,2,2,2014-09-02,6422,645,1,1,0,0,2014,9,2,0
669562,2,3,2014-09-03,6615,754,1,1,0,0,2014,9,3,0
670497,2,4,2014-09-04,5401,635,1,1,0,0,2014,9,4,0
671432,2,5,2014-09-05,4823,578,1,1,0,0,2014,9,5,0
672367,2,6,2014-09-06,2551,329,1,0,0,0,2014,9,6,0
673302,2,7,2014-09-07,0,0,0,0,0,0,2014,9,7,0
674237,2,1,2014-09-08,4189,564,1,0,0,0,2014,9,8,1
675172,2,2,2014-09-09,4963,589,1,0,0,0,2014,9,9,0
676107,2,3,2014-09-10,4865,646,1,0,0,0,2014,9,10,0
677042,2,4,2014-09-11,4123,477,1,0,0,0,2014,9,11,0
677977,2,5,2014-09-12,3323,435,1,0,0,0,2014,9,12,0
678912,2,6,2014-09-13,2593,318,1,0,0,0,2014,9,13,0
679847,2,7,2014-09-14,0,0,0,0,0,0,2014,9,14,0
680782,2,1,2014-09-15,6997,735,1,1,0,0,2014,9,15,1
681717,2,2,2014-09-16,6207,663,1,1,0,0,2014,9,16,0
682652,2,3,2014-09-17,6469,762,1,1,0,0,2014,9,17,0
683587,2,4,2014-09-18,4994,556,1,1,0,0,2014,9,18,0
684522,2,5,2014-09-19,4491,547,1,1,0,0,2014,9,19,0
685457,2,6,2014-09-20,2473,306,1,0,0,0,2014,9,20,0
686392,2,7,2014-09-21,0,0,0,0,0,0,2014,9,21,0
687327,2,1,2014-09-22,4004,501,1,0,0,0,2014,9,22,1
688262,2,2,2014-09-23,3874,510,1,0,0,0,2014,9,23,0
689197,2,3,2014-09-24,5084,694,1,0,0,0,2014,9,24,0
690132,2,4,2014-09-25,3911,504,1,0,0,0,2014,9,25,0
691067,2,5,2014-09-26,3583,443,1,0,0,0,2014,9,26,0
692002,2,6,2014-09-27,2725,354,1,0,0,0,2014,9,27,0
692937,2,7,2014-09-28,0,0,0,0,0,0,2014,9,28,0
693872,2,1,2014-09-29,7514,750,1,1,0,0,2014,9,29,1
694807,2,2,2014-09-30,8461,839,1,1,0,0,2014,9,30,0
695742,2,3,2014-10-01,5565,695,1,1,0,0,2014,10,1,0
696677,2,4,2014-10-02,4845,630,1,1,0,0,2014,10,2,0
697612,2,5,2014-10-03,2689,389,1,1,a,0,2014,10,3,0
698547,2,6,2014-10-04,2979,377,1,0,0,0,2014,10,4,0
699482,2,7,2014-10-05,0,0,0,0,0,0,2014,10,5,0
700417,2,1,2014-10-06,7562,748,1,1,0,1,2014,10,6,1
701352,2,2,2014-10-07,5808,646,1,1,0,1,2014,10,7,0
702287,2,3,2014-10-08,6252,736,1,1,0,1,2014,10,8,0
703222,2,4,2014-10-09,5283,614,1,1,0,1,2014,10,9,0
704157,2,5,2014-10-10,4907,529,1,1,0,1,2014,10,10,0
705092,2,6,2014-10-11,2497,322,1,0,0,0,2014,10,11,0
706027,2,7,2014-10-12,0,0,0,0,0,0,2014,10,12,0
706962,2,1,2014-10-13,4377,569,1,0,0,1,2014,10,13,1
707897,2,2,2014-10-14,3982,516,1,0,0,1,2014,10,14,0
708832,2,3,2014-10-15,4732,670,1,0,0,1,2014,10,15,0
709767,2,4,2014-10-16,4288,522,1,0,0,1,2014,10,16,0
710702,2,5,2014-10-17,3852,501,1,0,0,1,2014,10,17,0
711637,2,6,2014-10-18,2613,330,1,0,0,0,2014,10,18,0
712572,2,7,2014-10-19,0,0,0,0,0,0,2014,10,19,0
713507,2,1,2014-10-20,6631,684,1,1,0,0,2014,10,20,1
714442,2,2,2014-10-21,5382,593,1,1,0,0,2014,10,21,0
715377,2,3,2014-10-22,5261,600,1,1,0,0,2014,10,22,0
716312,2,4,2014-10-23,5729,628,1,1,0,0,2014,10,23,0
717247,2,5,2014-10-24,5096,578,1,1,0,0,2014,10,24,0
718182,2,6,2014-10-25,2542,331,1,0,0,0,2014,10,25,0
719117,2,7,2014-10-26,0,0,0,0,0,0,2014,10,26,0
720052,2,1,2014-10-27,4296,573,1,0,0,0,2014,10,27,1
720987,2,2,2014-10-28,3849,523,1,0,0,0,2014,10,28,0
721922,2,3,2014-10-29,4986,668,1,0,0,0,2014,10,29,0
722857,2,4,2014-10-30,5394,653,1,0,0,0,2014,10,30,0
723792,2,5,2014-10-31,0,0,0,0,a,0,2014,10,31,0
724727,2,6,2014-11-01,3305,448,1,0,0,0,2014,11,1,1
725662,2,7,2014-11-02,0,0,0,0,0,0,2014,11,2,0
726597,2,1,2014-11-03,7549,783,1,1,0,0,2014,11,3,1
727532,2,2,2014-11-04,7015,724,1,1,0,0,2014,11,4,0
728467,2,3,2014-11-05,7142,797,1,1,0,0,2014,11,5,0
729402,2,4,2014-11-06,6307,630,1,1,0,0,2014,11,6,0
730337,2,5,2014-11-07,5445,590,1,1,0,0,2014,11,7,0
731272,2,6,2014-11-08,3311,368,1,0,0,0,2014,11,8,0
732207,2,7,2014-11-09,0,0,0,0,0,0,2014,11,9,0
733142,2,1,2014-11-10,6423,690,1,1,0,0,2014,11,10,1
734077,2,2,2014-11-11,5651,601,1,1,0,0,2014,11,11,0
735012,2,3,2014-11-12,6818,776,1,1,0,0,2014,11,12,0
735947,2,4,2014-11-13,5009,624,1,1,0,0,2014,11,13,0
736882,2,5,2014-11-14,4655,560,1,1,0,0,2014,11,14,0
737817,2,6,2014-11-15,2979,373,1,0,0,0,2014,11,15,0
738752,2,7,2014-11-16,0,0,0,0,0,0,2014,11,16,0
739687,2,1,2014-11-17,4157,552,1,0,0,0,2014,11,17,1
740622,2,2,2014-11-18,3468,411,1,0,0,0,2014,11,18,0
741557,2,3,2014-11-19,5091,674,1,0,0,0,2014,11,19,0
742492,2,4,2014-11-20,4527,535,1,0,0,0,2014,11,20,0
743427,2,5,2014-11-21,3978,472,1,0,0,0,2014,11,21,0
744362,2,6,2014-11-22,3085,367,1,0,0,0,2014,11,22,0
745297,2,7,2014-11-23,0,0,0,0,0,0,2014,11,23,0
746232,2,1,2014-11-24,7038,696,1,1,0,0,2014,11,24,1
747167,2,2,2014-11-25,6511,632,1,1,0,0,2014,11,25,0
748102,2,3,2014-11-26,7588,828,1,1,0,0,2014,11,26,0
749037,2,4,2014-11-27,6119,644,1,1,0,0,2014,11,27,0
749972,2,5,2014-11-28,6062,608,1,1,0,0,2014,11,28,0
750907,2,6,2014-11-29,3424,372,1,0,0,0,2014,11,29,0
751842,2,7,2014-11-30,0,0,0,0,0,0,2014,11,30,0
752777,2,1,2014-12-01,8674,783,1,1,0,0,2014,12,1,1
753712,2,2,2014-12-02,7664,751,1,1,0,0,2014,12,2,0
754647,2,3,2014-12-03,7533,769,1,1,0,0,2014,12,3,0
755582,2,4,2014-12-04,6661,670,1,1,0,0,2014,12,4,0
756517,2,5,2014-12-05,6385,676,1,1,0,0,2014,12,5,0
757452,2,6,2014-12-06,2914,386,1,0,0,0,2014,12,6,0
758387,2,7,2014-12-07,0,0,0,0,0,0,2014,12,7,0
759322,2,1,2014-12-08,4821,616,1,0,0,0,2014,12,8,1
760257,2,2,2014-12-09,5264,596,1,0,0,0,2014,12,9,0
761192,2,3,2014-12-10,5830,717,1,0,0,0,2014,12,10,0
762127,2,4,2014-12-11,4629,539,1,0,0,0,2014,12,11,0
763062,2,5,2014-12-12,4407,497,1,0,0,0,2014,12,12,0
763997,2,6,2014-12-13,3375,350,1,0,0,0,2014,12,13,0
764932,2,7,2014-12-14,0,0,0,0,0,0,2014,12,14,0
765867,2,1,2014-12-15,10419,909,1,1,0,0,2014,12,15,1
766802,2,2,2014-12-16,9499,866,1,1,0,0,2014,12,16,0
767737,2,3,2014-12-17,9365,909,1,1,0,0,2014,12,17,0
768672,2,4,2014-12-18,8117,777,1,1,0,0,2014,12,18,0
769607,2,5,2014-12-19,7574,718,1,1,0,0,2014,12,19,0
770542,2,6,2014-12-20,4553,495,1,0,0,0,2014,12,20,0
771477,2,7,2014-12-21,0,0,0,0,0,0,2014,12,21,0
772412,2,1,2014-12-22,9027,924,1,0,0,1,2014,12,22,1
773347,2,2,2014-12-23,7557,816,1,0,0,1,2014,12,23,0
774282,2,3,2014-12-24,2437,274,1,0,0,1,2014,12,24,0
775217,2,4,2014-12-25,0,0,0,0,c,1,2014,12,25,0
776152,2,5,2014-12-26,0,0,0,0,c,1,2014,12,26,1
777087,2,6,2014-12-27,3934,457,1,0,0,0,2014,12,27,1
778022,2,7,2014-12-28,0,0,0,0,0,0,2014,12,28,0
778957,2,1,2014-12-29,5999,662,1,0,0,1,2014,12,29,1
779892,2,2,2014-12-30,5513,632,1,0,0,1,2014,12,30,0
780827,2,3,2014-12-31,2269,252,1,0,0,1,2014,12,31,0
781942,2,4,2015-01-01,0,0,0,0,0,1,2015,1,1,0
783057,2,5,2015-01-02,4137,543,1,0,0,1,2015,1,2,1
784172,2,6,2015-01-03,3132,350,1,0,0,0,2015,1,3,0
785287,2,7,2015-01-04,0,0,0,0,0,0,2015,1,4,0
786402,2,1,2015-01-05,7308,755,1,1,0,0,2015,1,5,1
787517,2,2,2015-01-06,6696,727,1,1,0,0,2015,1,6,0
788632,2,3,2015-01-07,5945,670,1,1,0,0,2015,1,7,0
789747,2,4,2015-01-08,5246,567,1,1,0,0,2015,1,8,0
790862,2,5,2015-01-09,4762,524,1,1,0,0,2015,1,9,0
791977,2,6,2015-01-10,3024,346,1,0,0,0,2015,1,10,0
793092,2,7,2015-01-11,0,0,0,0,0,0,2015,1,11,0
794207,2,1,2015-01-12,7237,689,1,1,0,0,2015,1,12,1
795322,2,2,2015-01-13,6444,695,1,1,0,0,2015,1,13,0
796437,2,3,2015-01-14,6366,700,1,1,0,0,2015,1,14,0
797552,2,4,2015-01-15,5810,632,1,1,0,0,2015,1,15,0
798667,2,5,2015-01-16,5456,573,1,1,0,0,2015,1,16,0
799782,2,6,2015-01-17,2883,340,1,0,0,0,2015,1,17,0
800897,2,7,2015-01-18,0,0,0,0,0,0,2015,1,18,0
802012,2,1,2015-01-19,4082,528,1,0,0,0,2015,1,19,1
803127,2,2,2015-01-20,3955,491,1,0,0,0,2015,1,20,0
804242,2,3,2015-01-21,4524,606,1,0,0,0,2015,1,21,0
805357,2,4,2015-01-22,3728,484,1,0,0,0,2015,1,22,0
806472,2,5,2015-01-23,3206,418,1,0,0,0,2015,1,23,0
807587,2,6,2015-01-24,2575,326,1,0,0,0,2015,1,24,0
808702,2,7,2015-01-25,0,0,0,0,0,0,2015,1,25,0
809817,2,1,2015-01-26,5931,638,1,1,0,0,2015,1,26,1
810932,2,2,2015-01-27,5258,575,1,1,0,0,2015,1,27,0
812047,2,3,2015-01-28,6032,720,1,1,0,0,2015,1,28,0
813162,2,4,2015-01-29,4775,539,1,1,0,0,2015,1,29,0
814277,2,5,2015-01-30,5919,624,1,1,0,0,2015,1,30,0
815392,2,6,2015-01-31,3067,323,1,0,0,0,2015,1,31,0
816507,2,7,2015-02-01,0,0,0,0,0,0,2015,2,1,0
817622,2,1,2015-02-02,8155,808,1,1,0,1,2015,2,2,1
818737,2,2,2015-02-03,6837,684,1,1,0,1,2015,2,3,0
819852,2,3,2015-02-04,6405,721,1,1,0,1,2015,2,4,0
820967,2,4,2015-02-05,5275,603,1,1,0,1,2015,2,5,0
822082,2,5,2015-02-06,5260,550,1,1,0,1,2015,2,6,0
823197,2,6,2015-02-07,2335,306,1,0,0,0,2015,2,7,0
824312,2,7,2015-02-08,0,0,0,0,0,0,2015,2,8,0
825427,2,1,2015-02-09,3678,491,1,0,0,0,2015,2,9,1
826542,2,2,2015-02-10,4653,567,1,0,0,0,2015,2,10,0
827657,2,3,2015-02-11,4773,641,1,0,0,0,2015,2,11,0
828772,2,4,2015-02-12,3765,485,1,0,0,0,2015,2,12,0
829887,2,5,2015-02-13,3647,499,1,0,0,0,2015,2,13,0
831002,2,6,2015-02-14,2809,351,1,0,0,0,2015,2,14,0
